chu_lemma|orv_lemma|pos|lcs_lemma|pre_jot|morph_replace|PV2/3|doublet|stem1|stem2|conj_type|noun_verb|loan_place|non_assim|eng_trans|etym_disc|bad_etym|loan_source|clitic|automatched
прѣпоꙗсати||V-|perpojǢsati|||||||52|1|||girdle|||||
горѣти|горѣти|V-|gorěti|||||||31|1||||the apparently class 5.2 present participle in *goŕǫћ- is deviant and unexplainable, but Russian горючее 'fuel' indicates it is original. Perhaps two lemma, class 3.1 *gorěti and 5.2 *gorati, are needed||||orv
тлъкнѫти|тълкнути|V-|tĺ̥knǫti|||||||21|1||||I have to reconstruct a front *tĺ̥k- because this can't be separated from the full e-grade variant in *telkti|1|||orv
подъкопати|подъкопати|V-|podъkopati|||||||54|1||||||||orv
челѣдь|челядь|Nb|čeĺǢdь|čeljǢdь||||||fem_i|2||||||||orv
житомѣрѥниѥ||Nb|žitoměŕenьje|žitoměrjenьje||||||nt_jo|2||||||||
оупивати|упивати|V-|upivati|||||||54|1|||(refl.) get pissed|||||orv
малꙑ|малы|Df|maly||||||||0|||a bit, few, not much|this seems to be another fossilised Ipl. adjective acting as an adverb like грьчьскъі etc.||||orv
изискати|изискати|V-|jьziskati|||||||iskati|1||||||||orv
възгорѣти|възгорѣти|V-|vъzgorěti|||||||31|1||||||||orv
раздѣлѥниѥ|раздѣление|Nb|orzděĺenьje|orzděljenьje||||||nt_jo|2||||||||orv
тѫча|туча|Nb|tǫčǢ|||||||fem_ja|2|||rain, downpour; snowfall (Ru. stormcloud, raincloud)|||||orv
югъ||Nb|jugъ|||||||masc_o|2||||whether or not the *j- is original depends on the PIE derivation about which Derksen is not conclusive; ESSJa posits ECS *jou but Derksen considers the possibility of PIE *h2eug-||||
доухати||V-|duxati|||||||52|1|||(wind) blow; breathe|||||
дѣланиѥ|дѣлание|Nb|dělanьje|||||||nt_jo|2||||||||orv
привлѣщи|привлѣщи|V-|privelћi|||||privĺ̥k|privelk|15|1||||||||orv
тръхъть||Nb|trъxъtь|||||||masc_i|2|||lepton (low-value Ancient coin)|Vasmer links it with Pol. trocha etc., so I will assume reduced-grade *trъx- root|1|||
галилеи||Nb|galilejь||||galilějь|||masc_jo|2|25|W|Galilean|||Γαλιλαι̃ος||
силоуамьскъ||A-|siluamьskъ|||||||adj_hard|2|25|W||||Σιλωὰμ||
винарь||Nb|vinaŕь|vinarjь||||||masc_ar|2||||||||
посѣщи|посѣщи|V-|posěћi|posěkti||||posěk|posěk|11|1||||||||orv
опражнꙗти||V-|oporžńǢti|oporznjǢti||||||54|1||||||||
окопати||V-|okopati|||||||54|1||||||||
осꙑпати|осыпати|V-|osypati|||||||52|1||||||||orv
гнои|гнои|Nb|gnojь|||||||masc_jo|2||||||||orv
сълѫкъ||A-|sъlǫkъ|||||||adj_hard|2|||bent, crooked, hunchback|||||
въсклонити|въсклонити|V-|vъskloniti|||||||40|1||||||||orv
волъ|волъ|Nb|volъ|||||||masc_u|2|||ox|||||orv
осьлъ|осьлъ|Nb|osьlъ|||||||masc_o|2|||donkey|||||orv
стꙑдѣти|стыдѣти|V-|styděti|||||||31|1||||||||orv
противлꙗти|противляти|V-|protivĺǢti|protivjǢti||||||54|1||||||||orv
врьтоградъ||Nb|vŕ̥togordъ|||||||masc_o|2|1||garden|allegedly from the Gmc. ancestor of 'orchard', Goth. aurtigards, *(w)urtigardaz; the first element would be ancestor of Eng. wort, Germ. Wurz[el]||allegedly from the Gmc. ancestor of 'orchard', Goth. aurtigards, *(w)urtigardaz; the first element would be ancestor of Eng. wort, Germ. Wurz[el]||
въкꙑсѣти||V-|vъkysěti|||||||32|1|||ferment, go sour|||||
шьстиѥ|шьствие|Nb|šьstvьje|||||||nt_jo|2|||journey, travels|||||orv
съпасати|съпасати|V-|sъpasati|||||||54|1||||||||orv
подвиѕати||V-|podvigati|||podviʒati||||54|1||||||||
неправьда|неправьда|Nb|nepravьda|||||||fem_a|2|||unrighteousness|||||orv
сѣверъ|сѣверъ|Nb|sěverъ|||||||masc_o|2||||||||orv
трѫдъ|трудъ|Nb|trǫdъ|||||||masc_o|2|||illness, (vodьnъ +) dropsy|Pol. trąd 'leprosy' (Derksen)||||orv
стоуденьць||Nb|studenьkь||studenьkъ|studenьcь||||masc_o_PV3|2|||well|The Serbo-Croat form 'studen' adduced by Derksen p. 471 allows us to reconstruct *studenъ rather than *studьnъ (which has the different meaning 'shameful, disgusting, loathsome')||||
истръгнѫти|истъргнути|V-|jьstr̥gnǫti|||||||21|1||||||||orv
избирати||V-|jьzbirati|||||||54|1||||||||
стоудъ|студъ|Nb|studъ|||||||masc_o|2||||||||orv
посѣсти|посѣсти|V-|posěsti||||||posěd|infix_11|1||||||||orv
сѫсѣдъ|сусѣдъ|Nb|sǫsědъ|||||||masc_o|2||||||||orv
въздаꙗниѥ|въздаяние|Nb|vъzdajǢnьje|||||||nt_jo|2||||||||orv
пиръ|пиръ|Nb|pirъ|||||||masc_o|2||||||||orv
въкоупъ||Df|vъkupъ||||||||0|13|||See ESSJa 13 p.110-2; Germanic *kaupōn (ESSJa erroneously gives *kaupjan, but OE ċēapian, OHG koufōn unambiguously point to a weak class 2 verb in PGmc. *ōn-) was borrowed from Latin very earlier (before Anglo-Frisian velar palatalisation, cf Eng. cheap, Chippenham etc.). ||Gmc. *kaupōn- from Latin caupō||
отърицати||V-|otъrikati|||otъricati||||54|1||||||||
отрочьнъ||A-|otročьnъ|||||||adj_hard|2||||||||
сѫпрѫгъ|супругъ|Nb|sǫprǫgъ|||||||masc_o|2||||||||orv
воловьнъ||A-|volovьnъ|||||||adj_hard|2|||of oxen|||||
халѫга||Nb|xalǫga|||||||fem_a|2|||hedge, fence||1|||
расчисти||V-|orščisti|||||||ьt|1||||||||
доволъ||Nb|dovolъ|||||||masc_o|2||||||||
съвѣщавати||V-|sъvěšћǢvati|sъvěstjǢvati||||||54|1||||||||
обоуꙗти|обуяти|V-|obujǢti|||||||54|1||||||||orv
трѣба|трѣба|Nb|terba|||||||fem_a|2||||there's apparently a Rus. verb теребить and Old Rus. тереба||||orv
исꙑпати||V-|jьssypati|||||||52|1||||||||
рамо|рамо|Nb|ormo|||||||nt_o|2||||||||orv
съзꙑвати||V-|sъzyvati|||||||54|1||||||||
драгъма||Nb|dragъma|||||||fem_a|2|2|W|drachma|δραχμα||||
въжиѕати||V-|vъžigati|||vъžiʒati||||54|1||||||||
прилежьно|прилежьно|Df|priležьno||||||||0||||||||orv
дроуга||Nb|druga|||||||fem_a|2||||||||
сѫсѣдꙑни||Nb|sǫsědyńi|sǫsědynji||||||fem_ji|2||||||||
юнъ|юныи|A-|junъ|||||||adj_hard|2||||||||orv
блѫдьно||Df|blǫdьno||||||||0||||Pol. błędny||||
лишити|лишити|V-|lišiti|||||||40|1||||||||orv
жителинъ|жителинъ|Nb|žitelinъ|||||||masc_o|2|||inhabitant|||||orv
желати|желати|V-|želati|||||||54|1||||||||orv
рожьць||Nb|rožьkь||rožьkъ|rožьcь||||masc_o_PV3|2|||husk|||||
избꙑвати|избывати|V-|jьzbyvati|||||||54|1|||be in abundance|||||orv
гꙑбати||V-|gybati|||||||52|1||||||||
изнести|изнести|V-|jьznesti|||||jьznes|jьznes|11|1||||||||orv
прьстень||Nb|pŕ̥sty|||||||masc_N|2|||ring|||||
тельць||Nb|telьkь||telьkъ|telьcь||||masc_o_PV3|2|||calf|||||
заклати|заклати|V-|zakolti|||||zakol|zakol|16|1||||||||orv
изгꙑбнѫти|изгыбнути|V-|jьzgybnǫti|||||||21|1||||||||orv
пѣниѥ|пѣние|Nb|pěnьje|||||||nt_jo|2||||||||orv
ликъ|ликъ|Nb|likъ|||||||masc_o|2||||||||orv
прѣстѫпити|переступити|V-|perstǫpiti|||||||40|1||||||||orv
козьлѧ||Nb|kozьlę|||||||nt_NT|2|||kid (goat-child)|||||
изѣсти||V-|jьzěsti|||||||pref_eat|1||||||||
питомъ||A-|pitomъ|||||||adj_hard|2|||fattened up|||||
домовьнъ|домовьныи|A-|domovьnъ|||||||adj_hard|2|||of the household/estate|||||orv
строѥниѥ|строение|Nb|strojenьje|||||||nt_jo|2||||||||orv
копати|копати|V-|kopati|||||||54|1||||||||orv
корьць|корьць|Nb|korьkь||korьkъ|korьcь||||masc_o_PV3|2||||||||orv
похвалити|похвалити|V-|poxvaliti|||||||40|1||||||||orv
икономъ|икономъ|Nb|ikonomъ|||||||masc_o|2|2||manager|||οἰκονόμος||orv
мѫдрѣ||Df|mǫdrě||||||||0||||||||
мамонинъ||A-|mamoninъ|||||||adj_hard|2|25|||||μαμωνᾶς < מָמוֹנָא‎ (māmōnā)||
оскѫдѣти|оскудѣти|V-|oskǫděti|||||||32|1|||be scanty, be in short supply|||||orv
сьребролюбьць||Nb|sьrebroĺubьkь|sьrebroljubьkь|sьrebroĺubьkъ|sьrebroĺubьcь||||masc_o_PV3|2||||||||
подражати|подражати|V-|podražǢti|||||||54|1||||the dict. lists the doublet подрѣжати, but it’s possible for such a spelling to result from a hardened /ŕ/ if *ŕǢ (spelt рѣ) had become /ra/||||orv
оправьдати|оправьдати|V-|opravьdati|||||||54|1||||||||orv
поръфѵра||Nb|porъfüra|||||||fem_a|2|2|W||||πορφύραν||
вѵссонъ||Nb|vüsъsonъ|||||||masc_o|2|2|W||||βύσσον||
лазаръ||Ne|lazarъ||||lazaŕь|||masc_o|2|25|||allegedly has a jo-stem doublet, but all the vocatives are in -е, and Gsg. лаꙁарѣ doesn’t prove much if *ŕ has hardened||Λάζαρος < אלעזר .||
гноинъ||A-|gnojьnъ|||||||adj_hard|2|||covered in sores|||||
облизати|облизати|V-|oblizati|||||||52|1|||lick|||||orv
оустоудити||V-|ustuditi|||||||40|1|||cool|||||
пламꙑ|пламы|Nb|polmy|||||||masc_N|2||||||||orv
пропадь||Nb|propadь|||||||fem_i|2||||||||
възмагати|възмагати|V-|vъzmagati|||||||54|1||||||||orv
засъвѣдѣтельствовати|засъвѣдѣтельствовати|V-|zasъvěděteĺьstvovati|zasъvěděteljьstvovati||||||61|1||||||||orv
мѫчьнъ||A-|mǫčьnъ|||||||adj_hard|2||||||||
седморицеѭ||Df|sedmorikejǫ||sedmorikojǫ|sedmoricejǫ|||||0||||||||
сѵкамина||Nb|sükamina|||||||fem_a|2|2|W|mulberry bush|||συκαμίνος||
въздьрати||V-|vъzdьrati|||||||51_abl|1||||||||
орати|орати|V-|orati|||||||52|1|||plough|||||orv
вечерꙗти||V-|večeŕǢti|večerjǢti||||||54|1||||||||
самариꙗ|самария|Ne|samarijǢ|||||||fem_ja|2|25|W||||Σαμαρεία||orv
въздаꙗти|въздаяти|V-|vъzdajǢti|||||||53|1||||||||orv
сѫмьнѣниѥ|сумьнѣние|Nb|sǫmьněnьje|||||||nt_jo|2||||||||orv
погънати|погънати|V-|pogъnati|||||||51_abl|1||||||||orv
подънебесьскъ||A-|podъnebesьskъ|||||||adj_hard|2||||||||
свьтѣти||V-|svьtěti|||||||31|1||||||||
лотовъ|лотовъ|A-|lotovъ|||||||adj_hard|2|25||Lot’s|||Λώτ ||orv
саждати|сажати|V-|saђǢti|sadjǢti||||||54|1||||||||orv
лотъ|лотъ|Ne|lotъ|||||||masc_o|2|25||Lot|||Λώτ ||orv
одъждити|одъждити|V-|odъžђiti|odъzdjiti||||||40|1||||Derksen p.151 assumes dъzdjь based on Sanskrit durdina- < *dus-di-n(-o) and the etymologies of Vaillant and Trubetzkoy (жаман ауа-райы); essja p.195-7 considers also the possibility of dъzgjь based on Lit. duzgeti ('make noise') (Brückner), then there's some bollocks about Norwegian/Swedish meaning 'rain-shower' (dusk-regn???)||||orv
жоупелъ||Nb|župьlъ|||||||masc_o|2|1||brimstone|Diels p.129 assumes a Gmc. loan OHG suefal or Goth. svibls; the /u/ is a problem unless the Gmc. [w] was perceived to labialise following vowel. There’s no good justification for /e/ in the second syllable, Zogr. has jer and the <e>’s of other mss. coudl easily be vocalised jers.||||
поминати|поминати|V-|pominati|||||||54|1||||||||orv
живити|живити|V-|živiti|||||||40|1||||||||orv
срамлꙗти|соромляти|V-|sormĺǢti|sormjǢti||||||54|1||||||||orv
дльгъ|дългыи|A-|dĺ̥gъ|||||||adj_hard|2||||||||orv
застоꙗти||V-|zastojǢti|||||||31|1|||annoy, wear out with bothersomeness|||||
мьсть|мьсть|Nb|mьstь|||||||fem_i|2||||||||orv
скоръ|скорыи|A-|skorъ|||||||adj_hard|2||||||||orv
надѣꙗти|надѣяти|V-|nadějǢti|||||||53|1||||||||orv
оуничьжати||V-|uničьžǢti|||||||54|1||||||||
неправьдьникъ|неправьдьникъ|Nb|nepravьdьnikъ|||||||masc_o|2||||||||orv
прѣлюбодѣи|прѣлюбодѣи|Nb|perĺubodějь|perljubodějь||||||masc_jo|2||||||||orv
притѧжати||V-|pritęžǢti|||||||31|1|||acquire, gain|||||
прьси||Nb|pŕ̥sь|||||||fem_i|2|||(pl.) heart; chest|||||
закьхеи||Ne|zaḱьx́ejь||||zaḱьx́ějь|||masc_jo_foreign|2|25|W||||Ζακχαῖος < זכי .||
прѣди|прѣди|Df|perdi||||||||0||||||||orv
сѵкомариꙗ||Nb|sükomorijǢ|||||||fem_ja|2|2|W|fig-tree|||συκομορέα||
потъщати|потъщати|V-|potъščǢti|||||||31|1|||hurry; strive, try|I’ll assume this contains the *tъšč- ‘empty’ root and means something like ‘empy/exhaust oneself of effort in striving to hurry’||||orv
четворица||Nb|četvorika|||četvorica||||fem_a_PV3|2||||||||
занѥже|занеже|G-|zańeže|zanježe|||||||0||||||||orv
мънасъ||Nb|mъnasъ||||||||0|25|W||||μνᾶς||
гражданинъ|горожанинъ|Nb|gorђǢninъ|||||||masc_anin|2||||||||orv
цѣсарьствовати|цѣсарьствовати|V-|kěsaŕьstvovati|kěsarjьstvovati||||||61|1|13|||||Goth. kaisar < Latin caesar||orv
придѣлати||V-|pridělati|||||||54|1||||||||
оуброусъ|убрусъ|Nb|ubrusъ|||||||masc_o|2|||piece of cloth; headscarf|||||orv
ꙗръ|ярыи|A-|jǢrъ|||||||adj_hard|2|||harsh, cruel, severe|Derksen p.151-2 reconstructs an original *ě- (> our *jǢ-) rather than *a- for this word; the reconstruction in ESSJa08 p.179 is to a PIE form *i̯ōu-r, with *r as a formant and the *u lost (irregularly?) because it was non-syllabic: 'ōu̯ > ō'. The important thing is that both etymological dictionaries reconstruct an initial *i̯ (> *j), so we are justified in reconstructing *jǢr- rather than *ar-||||orv
пѣнѧжьникъ||Nb|pěnęžьnikъ|||||||masc_o|2|1||money-changer|||post i-umlaut NW Gmc. *penningaz < *panningaz (i.e. not from Gothic)||
истѧѕати#2|истязати|V-|jьstęgati|||jьstęʒati||||52|1|||ask for back, demand back, seek recompense|||||orv
прѣдъстоꙗти|прѣдъстояти|V-|perdъstojǢti|||||||31|1||||||||orv
елеонъ||Ne|jelejonъ|||||||masc_o|2|2|W|of Olives|||Ἐλαιῶν||
прѣмьнь||A-|prěmьńь|prěmьnjь||||||adj_soft|2|||opposite, which is located opposite|according to Vasmer Serbian has both према and прама, OCS only has прѣмо (never with palatalisation diacritic), so the only explanation for the ESl. reflexes of the front-nasal (прямой etc., Old Russian прѧмо) is either contamination with Vasmer's posited *pramъ or (in my opinion more likely) nasalisation of the vowel caused by the following /m/, i.e. *prěmo > *prę̌mo > *pręmo > *prämo > /pr'amo/|1|||
къде||Df|kъde||||||||0||||||||
възврѣщи|възврѣщи|V-|vъzverћi|vъzvergti||||vъzvŕ̥g|vъzverg|14|1||||||||orv
низъхождениѥ||Nb|nizъxoђenьje|nizъxodjenьje||||||nt_jo|2||||||||
оукрꙑти|укрыти|V-|ukryti|||||||18|1||||||||orv
осѣсти|осѣсти|V-|osěsti||||||osěd|infix_11|1||||||||orv
разбити|розбити|V-|orzbiti|||||||17|1||||||||orv
посѣщениѥ|посѣщение|Nb|posěћenьje|posětjenьje||||||nt_jo|2||||||||orv
състати|състати|V-|sъstati|||||||stati|1||||||||orv
извѣстьнъ|извѣстьныи|A-|jьzvěstьnъ|||||||adj_hard|2||||||||orv
оуꙗзвити|уязвити|V-|ujǢzviti|||||||40|1|||injure, wound|root reconstructed as initial /ě-/ by Derksen p.166 based on among others Cz jizva, Latvian aiza (crack), Old Prussian eyswo (wound). ||||orv
негъли||Df|nekъli||||||||0|||perhaps; so that, in order; than||1|||
засѣдьникъ||Nb|zasědьnikъ|||||||masc_o|2|||spy, treacherous person (saboteur?)|||||
право|право|Df|pravo||||||||0||||||||orv
бещѧдьнъ||A-|beščędьnъ|||||||adj_hard|2||||*bes-kęd > PV1 beščęd-||||
оулоучити|улучити|V-|ulučiti|||||||40|1||||||||orv
псалъмьскъ||A-|pъsalъmьskъ|||||||adj_hard|2|2|||||ψαλμός||
прѣждезъваниѥ||Nb|perђezъvanьje|perdjezъvanьje||||||nt_jo|2||||||||
болѥ|боле|Df|boĺe|bolje|||||||0||||||||orv
нестроѥниѥ|нестроение|Nb|nestrojenьje|||||||nt_jo|2|||discord, disorder|||||orv
моръ|моръ|Nb|morъ|||||||masc_o|2|||plague|||||orv
страхованиѥ|страхование|Nb|straxovanьje|||||||nt_jo|2||||||||orv
оумрьтвити|умьртвити|V-|umŕ̥tviti|||||||40|1||||||||orv
остоꙗти|объстояти|V-|obъstojǢti|||||||31|1||||||||orv
мьщениѥ|мьщение|Nb|mьšћenьje|mьstjenьje||||||nt_jo|2||||||||orv
остриѥ||Nb|ostrьje|||||||nt_jo|2||||||||
плѣнити|плѣнити|V-|pelniti|||||||40|1||||Ukr. полонити||||orv
тѫга|туга|Nb|tǫga|||||||fem_a|2|||worry, disquiet, fear; hardship; suffering|||||orv
нечаꙗниѥ||Nb|nečǢjǢnьje|||||||nt_jo|2||||||||
възмѫщениѥ|възмущение|Nb|vъzmǫћenьje|vъzmǫtjenьje||||||nt_jo|2||||||||orv
издꙑхати|издыхати|V-|jьzdyxati|||||||54|1||||||||orv
прошибати||V-|prošibati|||||||54|1|||sprout|||||
отѧжати|отяжати|V-|otęžǢti|||||||54|1|||become heavy|||||orv
обѣданиѥ||Nb|obědanьje|||||||nt_jo|2||||||||
пиꙗньство|пияньство|Nb|pьjǢnьstvo|||||||nt_o|2||||||||orv
въдварꙗти|въдваряти|V-|vъdvaŕǢti|vъdvarjǢti||||||54|1|||(relf.) lodge, set up camp, settle o.s. down|||||orv
искариотъ||Ne|iskarijotъ|||||||masc_o|2|25|W||||Ἰσκαριώτης||
число|число|Nb|čislo|||||||nt_o|2||||||||orv
желѣниѥ||Nb|želěnьje|||||||nt_jo|2||||||||
доидеже||G-|dojьdeže||||||||0|||until|Derksen 2008 p.209 Cz. jdeže||||
вечерꙗниѥ||Nb|večeŕǢnьje|večerjǢnьje||||||nt_jo|2||||||||
пьрꙗ|пьря|Nb|pьŕǢ|pьrjǢ||||||fem_ja|2|||dispute|||||orv
благодатель||Nb|bolgodateĺь|bolgodateljь||||||masc_tel|2||||||||
завѣщавати||V-|zavěћǢvati|zavětjǢvati||||||54|1||||||||
завѣщати|завѣщати|V-|zavěћǢti|zavětjǢti||||||54|1||||||||orv
нѣкогда|нѣкъгда|Df|někъgъda||||||||0||||||||orv
въмѣнити|въмѣнити|V-|vъměniti|||||||40|1||||||||orv
довольно||Df|dovolьno||||||||0||||||||
остѫпити|оступити|V-|ostǫpiti|||||||40|1||||this is the original etymologically correct form of both *otъstǫpiti and *obъstǫpiti, from before reformation with the bisyllablic prepositions (obst- > ost-)||||orv
врьжениѥ||Nb|vŕ̥ženьje|||||||nt_jo|2||||||||
оукрѣплꙗти|укрѣпляти|V-|ukrěpĺǢti|ukrěpjǢti||||||54|1||||||||orv
подвигъ|подвигъ|Nb|podvigъ|||||||masc_o|2||||||||orv
потъ|потъ|Nb|potъ|||||||masc_o|2|||sweat|||||orv
каплꙗ|капля|Nb|kapĺǢ|kapjǢ||||||fem_ja|2|||drop|||||orv
капати|капати|V-|kapati|||||||52|1||||||||orv
отърѣзати||V-|otъrězati|||||||52|1||||||||
стратигъ|стратигъ|Nb|stratigъ|||||||masc_o|2|2||captain|||στρατηγὸς||orv
възгнѣтити|възгнѣтити|V-|vъzgnětiti|||||||40|1||||Ukr. гнітити, must be lengthened-grade of the *gnet- root||||orv
закрꙑти|закрыти|V-|zakryti|||||||18|1||||||||orv
вадити||V-|vaditi|||||||40|1||||||||
развращати||V-|orzvorћǢti|orzvortjǢti||||||54|1||||||||
възбранꙗти|възбраняти|V-|vъzborńǢti|vъzbornjǢti||||||54|1||||||||orv
радъ|радыи|A-|radъ|||||||adj_hard|2||||||||orv
желѣти|желѣти|V-|želěti|||||||32|1||||||||orv
оукорити|укорити|V-|ukoriti|||||||40|1||||||||orv
вражьда|вражьда|Nb|voržьda|||||||fem_a|2|||emnity, hostility|||||orv
крамола|крамола|Nb|kormola|||||||fem_a|2|1||mutiny, insurrection|Vasmer says an OHG loan ‘karmala’, quotes Old Russian and Ukr. forms коромола||||orv
архиереискъ||A-|arъx́ijerejьskъ|||||||adj_hard|2|2|W||||ἀρχιερεῖ||
посѫдити|посудити|V-|posǫditi|||||||40|1||||||||orv
повести|повести|V-|povesti|||||poved|poved|11|1||||||||orv
кѵринѣи||Nb|ḱürinějь|||||||masc_jo|2|2|W||||Κυρηναῖον||
иѥроусалимьскъ|иерусалимьскыи|A-|ijerusalimьskъ|||||||adj_hard|2|25|W||||Ἱερουσᾱλήμ||orv
сꙑръ|сырыи|A-|syrъ|||||||adj_hard|2||||||||orv
раздѣлꙗти||V-|orzdeĺǢti|orzděljǢti||||||54|1||||||||
пристѫпати|приступати|V-|pristǫpati|||||||54|1||||||||orv
придѣꙗти||V-|pridějǢti|||||||53|1||||||||
евреискъ||A-|jevrejьskъ||||jevrějьskъ|||adj_hard|2|25|||||Ἑβραϊκος||
раи|раи|Nb|rajь|||||||masc_jo|2||||||||orv
помрькнѫти|помьркнути|V-|pomŕ̥knǫti|||||||21|1|||get dark|||||orv
позоръ|позоръ|Nb|pozorъ|||||||masc_o|2|||spectacle, sight|||||orv
никогдаже|никъгдаже|Df|nikъgъdaže||||||||0||||||||orv
рано|рано|Df|rano||||||||0||||||||orv
недомꙑслити|недомыслити|V-|nedomysliti|||||||40|1||||||||orv
бльщати|бльщати|V-|blьšћǢti|blьstjǢti||||||40|1|||sparkle, glisten, twinkle||1|||orv
приникнѫти|приникнути|V-|priniknǫti|||||||21|1|||enter, go in, (penetrate?)|||||orv
стадии||Nb|stadijь|||||||masc_jo|2|2|W|stadion (600ft)||1|στάδιον||
емаоусъ||Ne|jemъmausъ|||||||masc_o|2|2|W||||Ἐμμαοῦς||
клеопа||Ne|klejopa|||||||masc_a|2|2|W||||Κλεοπᾶς||
оужасити||V-|užǢsiti|||||||40|1||||||||
несъмꙑсльнъ|несъмысльныи|A-|nesъmyslьnъ|||||||adj_hard|2|||foolish, silly; senseless|||||orv
мѫдьнъ||A-|mudьnъ||||mǫdьnъ|||adj_hard|2|||wavering, unsure, equivocal|the nasal occurs only once each in Zogr. and Mar., and Mar. is poor evidence because of its likely /u/ reflex of *ǫ, therefore I have *mudьnъ as the primary form and *mǫdьnъ as a possible doublet. Derksen only reconstruct *muditi for the verb, saying it’s an o-grade form of *mъděti, but gives nasalised Zogr. examples.||||
приклонити|приклонити|V-|prikloniti|||||||40|1||||||||orv
ищезнѫти||V-|jьščeznǫti|||||||21|1||||||||
съвъкоупити|съвъкупити|V-|sъvъkupiti|||||||40|1|13|||See ESSJa 13 p.110-2; Germanic *kaupōn (ESSJa erroneously gives *kaupjan, but OE ċēapian, OHG koufōn unambiguously point to a weak class 2 verb in PGmc. *ōn-) was borrowed from Latin very earlier (before Anglo-Frisian velar palatalisation, cf Eng. cheap, Chippenham etc.). ||Gmc. *kaupōn- from Latin caupō||orv
прѣломлѥниѥ||Nb|perlomĺenьje|perlomjenьje||||||nt_jo|2||||||||
съмѫтити|съмутити|V-|sъmǫtiti|||||||40|1||||||||orv
осѧѕати||V-|osęgati|||osęʒati||||52|1|||touch, feel|||||
сънѣдьнъ|сънѣдьныи|A-|sъnědьnъ|||||||adj_hard|2|||edible|||||orv
бъчела|бъчела|Nb|bъčela|||||||fem_a|2|||bee|||||orv
сътъ|сътъ|Nb|sъtъ|||||||masc_o|2|||honeycomb|Serbian са̀ће allegedly with the *-ьje suffix confirms jer; Ru. соты must have jer spread from Gpl.||||orv
псалъмъ|псалъмъ|Nb|pъsalъmъ|||||||masc_o|2|2|||||ψαλμός||orv
обѣтованиѥ|обѣтование|Nb|obvětovanьje|||||||nt_jo|2|||oath, vow|||||orv
месиꙗ||Ne|mesijǢ|||||||masc_ja|2|25|W||||Μεσσίας < ܡܫܺܝܚܳܐ .||
кифа||Ne|ḱifa|||||||masc_a|2|25|W||||Κηφᾶς < כֵּיפָא‎ .||
натанаилъ||Ne|natanajiĺь|natanajiljь||||||masc_jo|2|25|W||||Ναθαναὴλ||
издраилѣнинъ||Nb|jizrajiĺǢninъ|jizrajiljǢninъ||||||masc_anin|2|25|W||the root of this word is soft-stem and it occurs only once in Mar., so I’m reconstructing with *-Ǣninъ despite the dictionary||Ἰσραήλ||
низъходити|низъходити|V-|nizъxoditi|||||||40|1||||||||orv
кана||Ne|kana||||||||0|25|||||Κανὰ||
водоносъ|водоносъ|Nb|vodonosъ|||||||adj_hard|2||||||||orv
камѣнъ||A-|kaměnъ|||||||adj_hard|2|||made of stone; stoney, rocky|I assume the weirdness of this adjective’s derivational morphology is to do with it being from an N-stem|1|||
почрѣти|почрѣти|V-|počerti|||||počŕ̥p|počerp|14|1||||||||orv
архитриклинъ||Nb|arъx́itriklinъ|||||||masc_o_u|2|2|W||||ἀρχιτρικλίνος||
оупити|упити|V-|upiti|||||||17|1||||||||orv
тачаи||A-|tačǢjь|||||||adj_soft|2|||worse|||||
начѧтъкъ|начатъкъ|Nb|načętъkъ|||||||masc_o|2||||||||orv
бичь||Nb|bičь|||||||masc_jo|2|||whip|||||
врьвь|вьрвь|Nb|vŕ̥vь|||||||fem_i|2||||||||orv
расꙑпати||V-|orssypati|||||||52|1||||||||
опроврѣщи|опроврѣщи|V-|oproverћi|oprovergti||||oprovŕ̥g|oproverg|14|1||||||||orv
коупльнъ|купльныи|A-|kupĺьnъ|kupjьnъ||||||adj_hard|2|13||trading, of trade, merchants’|||Gmc. *kaupōn- from Latin caupō||orv
жалость|жалость|Nb|žǢlostь|||||||fem_i|2||||||||orv
въдаꙗти|въдаяти|V-|vъdajǢti|||||||53|1||||||||orv
имьже||G-|jimьže||||||||0||||||||
никодимъ|никодимъ|Ne|nikodimъ|||||||masc_o|2|2|||||Νικόδημος||orv
съвꙑше|съвыше|Df|sъvyše||||||||0||||||||orv
камо|камо|Du|kamo||||||||0|||whither|||||orv
енънонъ||Ne|enonъ|||||||masc_o|2|25|W||the Gk. has no double /nn/ so I’m gonna assume the Marianus is aberrant||Αἰνὼν||
салимъ||Ne|salimъ|||||||masc_o_u|2|25|||||Σαλείμ||
сътѧѕаниѥ||Nb|sъtęganьje|||sъtęʒanьje||||nt_jo|2||||||||
жениховъ||A-|ženixovъ|||||||adj_hard|2|||groom’s|||||
мьнити||V-|mьńiti|mьnjiti||||||40|1|||decrease|||||
съвѣдѣтельствиѥ||Nb|sъvěděteĺьstvьje|sъvěděteljьstvьje||||||nt_jo|2||||||||
запечатьлѣти|запечатьлѣти|V-|zapečǢtьlěti|||||||32|1||||||||orv
самарьскъ||A-|samarьskъ|||||||adj_hard|2|25|||||Σαμαρείας||
сѵхарь||Ne|süxaŕь|süxarjь||||||masc_jo|2|25|W||||Συχὰρ||
искрь|искрь|R-|jьskrь||||||||0|||near|||||orv
