chu_lemma|orv_lemma|pos|count|lcs_lemma|pre_jot|morph_replace|PV2/3|doublet|stem1|stem2|conj_type|noun_verb|loan_place|non_assim|eng_trans|etym_disc|bad_etym|loan_source|clitic|automatched|chrabr|euch|kiev-mis|marianus|psal-sin_sentence_removed|supr_y_fixed|vit-const|vit-meth_4_removed|zogr_complete|bitflag
отъсꙑлати||V-|2|||||||||99||||||||0||||||supr_y_fixed||||32
алгоуи||Nb|2|||||||||99||||||||0||||||supr_y_fixed||||32
гръличищь||Nb|2|||||||||99||||||||0||||||supr_y_fixed||||32
неистьлѣньнъ||A-|2|||||||||99||||||||0||||||supr_y_fixed||||32
недвижимъ||A-|2|||||||||99||||||||0||||||supr_y_fixed||||32
бесхрамьникъ||Nb|2|||||||||99||||||||0||||||supr_y_fixed||||32
ѫзьникъ||Nb|2|||||||||99||||||||0||||||supr_y_fixed||||32
шестокрильнъ||A-|2|||||||||99||||||||0||||||supr_y_fixed||||32
мъногоочитъ||A-|2|||||||||99||||||||0||||||supr_y_fixed||||32
ѫжьникъ||Nb|2|||||||||99||||||||0||||||supr_y_fixed||||32
боголѣпьно||Df|2|||||||||99||||||||0||||||supr_y_fixed||||32
пособиѥ||Nb|2|||||||||99||||||||0||||||supr_y_fixed||||32
облѣдѣти||V-|2|||||||||99||||||||0||||||supr_y_fixed||||32
зиꙗти||V-|2|||||||||99||||||||0||||||supr_y_fixed||||32
побѣдитель||Nb|2|||||||||99||||||||0||||||supr_y_fixed||||32
кожьнъ||A-|2|||||||||99||||||||0||||||supr_y_fixed||||32
херовимьскъ||A-|2|||||||||99||||||||0||||||supr_y_fixed|vit-const|||96
кръмьчии||Nb|2|||||||||99||||||||0||||||supr_y_fixed||||32
далече||R-|2|||||||||99||||||||0||||||supr_y_fixed||||32
омрькнѫти||V-|2|||||||||99||||||||0||||||supr_y_fixed||||32
проклинати||V-|2|||||||||99||||||||0||||||supr_y_fixed|vit-const|||96
остроуꙗти||V-|2|||||||||99||||||||0||||||supr_y_fixed||||32
онѣмлꙗти||V-|2|||||||||99||||||||0||||||supr_y_fixed||||32
тръжьство|тържьство|Nb|2|tr̥žьstvo|||||||nt_o|2||||Den Danske Ordbog seems to think that Slavic *tr̥gъ (>Danish torv) is from Mongolian 'torok'  which means apparently 'silk'; essja doesn't have a volume with 't-' words out yet, and Derksen ignores this root, so whether or not this is a loanword is unclear||||1||||||supr_y_fixed||||32
бесъмрьтиѥ||Nb|2|||||||||99||||||||0||||||supr_y_fixed||||32
възмьздиѥ|възмьздие|Nb|2|vъzmьzdьje|||||||nt_jo|2||||||||1||||||supr_y_fixed||||32
источити||V-|2|||||||||99||||||||0||||||supr_y_fixed||||32
вльчьць||Nb|2|||||||||99||||||||0||||||supr_y_fixed||||32
съмрьтоносьнъ||A-|2|||||||||99||||||||0||||||supr_y_fixed||||32
христо(со)борьць||Nb|2|||||||||99||||||||0||||||supr_y_fixed||||32
сълазъ||Nb|2|||||||||99||||||||0||||||supr_y_fixed||||32
въселѥньскъ|въселеньскыи|A-|2|vъsedĺenьskъ|vъsedljenьskъ||||||adj_hard|2||||||||1||||||supr_y_fixed|vit-const|||96
праздьньствиѥ||Nb|2|||||||||99||||||||0||||||supr_y_fixed||||32
дрꙗхльство||Nb|2|||||||||99||||||||0||||||supr_y_fixed||||32
окаꙗти||V-|2|||||||||99||||||||0||||||supr_y_fixed|vit-const|||96
равьно|равьно|Df|2|orvьno||||||||0||||||||1||||||supr_y_fixed|vit-const|||96
любьзнъ||A-|2|||||||||99||||||||0||||||supr_y_fixed|vit-const|||96
довъльство||Nb|2|||||||||99||||||||0||||||supr_y_fixed||||32
досьде||Df|2|||||||||99||||||||0||||||supr_y_fixed|||zogr_complete|288
цвѣтьнъ||A-|2|||||||||99||||||||0||||||supr_y_fixed||vit-meth_4_removed||160
бездоушьнъ||A-|2|||||||||99||||||||0||||||supr_y_fixed||||32
оулавляти||V-|2|||||||||99||||||||0||||||supr_y_fixed||||32
съхранѥниѥ|съхранение|Nb|2|sъxorńenьje|sъxornjenьje||||||nt_jo|2||||||||1||||||supr_y_fixed||||32
правило||Nb|2|||||||||99||||||||0||||||supr_y_fixed||vit-meth_4_removed||160
пощениѥ||Nb|2|||||||||99||||||||0||||||supr_y_fixed||||32
оуврѣсти||V-|2|uversti|||||uvŕ̥z|uverz|14|1||||||||0||||||supr_y_fixed||||32
распьрѣти||V-|2|||||||||99||||||||0||||||supr_y_fixed||||32
ꙗзвити||V-|2|||||||||99||||||||0||||||supr_y_fixed||||32
анкѵра||Nb|2|||||||||99||||||||0||||||supr_y_fixed||||32
раскольнъ||A-|2|||||||||99||||||||0||||||supr_y_fixed||||32
не вѣрьствовати||V-|2|||||||||99||||||||0||||||supr_y_fixed||||32
си||Df|2|||||||||99||||||||0||||||supr_y_fixed||||32
львии||A-|2|||||||||99||||||||0||||||supr_y_fixed|||zogr_complete|288
съпаства||Nb|2|||||||||99||||||||0||||||supr_y_fixed||||32
подъпадати||V-|2|||||||||99||||||||0||||||supr_y_fixed||||32
мрьтвость||Nb|2|||||||||99||||||||0||||||supr_y_fixed||||32
лѫчити||V-|2|||||||||99||||||||0||||||supr_y_fixed||||32
долѣ||Df|2|||||||||99||||||||0||||||supr_y_fixed||||32
иноѩзꙑчьникъ||Nb|2|||||||||99||||||||0||||||supr_y_fixed||||32
ѳоминъ||A-|2|||||||||99||||||||0||||||supr_y_fixed||||32
добродѣꙗниѥ||Nb|2|||||||||99||||||||0||||||supr_y_fixed||||32
просиꙗти||V-|2|||||||||99||||||||0||||||supr_y_fixed||||32
ошьльць||Nb|2|||||||||99||||||||0||||||supr_y_fixed||||32
лѣчьба||Nb|2|||||||||99||||||||0||||||supr_y_fixed||||32
срьдоболꙗ||Nb|2|||||||||99||||||||0||||||supr_y_fixed||||32
просвора||Nb|2|||||||||99||||||||0||||||supr_y_fixed||||32
оумилосрьдити|умилосьрдити|V-|2|umilosŕ̥diti|||||||40|1||||||||1||||||supr_y_fixed||||32
окꙑ||Dq|2|||||||||99||||||||0||||||supr_y_fixed||||32
похотѣниѥ||Nb|2|||||||||99||||||||0||||||supr_y_fixed|vit-const|||96
врачьба||Nb|2|||||||||99||||||||0||||||supr_y_fixed||||32
попечениѥ||Nb|2|||||||||99||||||||0||||||supr_y_fixed||||32
клиросьникъ||Nb|2|||||||||99||||||||0||||||supr_y_fixed||||32
прѣскврьньнъ||A-|2|||||||||99||||||||0||||||supr_y_fixed||||32
прообразованиѥ||Nb|2|||||||||99||||||||0||||||supr_y_fixed||||32
распалѥниѥ||Nb|2|||||||||99||||||||0||||||supr_y_fixed||||32
съблѫждениѥ||Nb|2|||||||||99||||||||0||||||supr_y_fixed||||32
притворити||V-|2|||||||||99||||||||0||||||supr_y_fixed||||32
врьховьнъ||A-|2|||||||||99||||||||0||||||supr_y_fixed||||32
покоусити||V-|2|||||||||99||||||||0||||||supr_y_fixed||||32
гробище||Nb|2|||||||||99||||||||0||||||supr_y_fixed||||32
бездъждиѥ||Nb|2|||||||||99||||||||0||||||supr_y_fixed||||32
оуистити||V-|2|||||||||99||||||||0||||||supr_y_fixed||||32
полоучати||V-|2|||||||||99||||||||0||||||supr_y_fixed||||32
подвижьнъ|подвижьныи|A-|2|podvižьnъ|||||||adj_hard|2||||||||1||||||supr_y_fixed||||32
славьно||Df|2|||||||||99||||||||0||||||supr_y_fixed||vit-meth_4_removed||160
еѵгении||Ne|2|||||||||99||||||||0||||||supr_y_fixed||||32
агаѳодоръ||Ne|2|||||||||99||||||||0||||||supr_y_fixed||||32
елпидии||Ne|2|||||||||99||||||||0||||||supr_y_fixed||||32
правовѣрьно||Df|2|||||||||99||||||||0||||||supr_y_fixed||vit-meth_4_removed||160
исконьнъ||A-|2|||||||||99||||||||0||||||supr_y_fixed||||32
чоудотвориѥ||Nb|2|||||||||99||||||||0||||||supr_y_fixed||||32
прѣждебꙑвъ||A-|2|||||||||99||||||||0||||||supr_y_fixed||||32
аѳинеи||Nb|2|||||||||99||||||||0||||||supr_y_fixed||||32
ѳеона||Ne|2|||||||||99||||||||0||||||supr_y_fixed||||32
ѳеонинъ||A-|2|||||||||99||||||||0||||||supr_y_fixed||||32
присвоѥниѥ||Nb|2|||||||||99||||||||0||||||supr_y_fixed||||32
оутрѣшьнь||A-|2|||||||||99||||||||0||||||supr_y_fixed|vit-const|||96
издрѧдьнъ|изрядьныи|A-|2|jьzrędьnъ|||||||adj_hard|2||||||||1||||||supr_y_fixed||||32
паница||Nb|2|||||||||99||||||||0||||||supr_y_fixed||||32
дъждьнъ||A-|2|||||||||99||||||||0||||||supr_y_fixed||||32
дотещи||V-|2|||||||||99||||||||0||||||supr_y_fixed||||32
неоукротимъ||A-|2|||||||||99||||||||0||||||supr_y_fixed||||32
изврачевати||V-|2|||||||||99||||||||0||||||supr_y_fixed||||32
дальнии||A-|2|||||||||99||||||||0||||||supr_y_fixed|vit-const|||96
бѣжаниѥ||Nb|2|||||||||99||||||||0||||||supr_y_fixed||||32
проразоумѣвати||V-|2|||||||||99||||||||0||||||supr_y_fixed||||32
оукротѣти||V-|2|||||||||99||||||||0||||||supr_y_fixed|vit-const|||96
никаможе||Df|2|||||||||99||||||||0||||||supr_y_fixed||||32
подалиѥ||Nb|2|||||||||99||||||||0||||||supr_y_fixed||||32
канъдило||Nb|2|||||||||99||||||||0||||||supr_y_fixed||||32
хꙑтръ||A-|2|||||||||99||||||||0||||||supr_y_fixed|vit-const|||96
арьнѣи||Ne|2|||||||||99||||||||0||||||supr_y_fixed||||32
ꙗтъхоульница||Nb|2|||||||||99||||||||0||||||supr_y_fixed||||32
хлѣвъ||Nb|2|||||||||99||||||||0||||||supr_y_fixed||||32
сергь||Ne|2|||||||||99||||||||0||||||supr_y_fixed||||32
въздꙑхати||V-|2|||||||||99||||||||0||||||supr_y_fixed|||zogr_complete|288
епархъ||Nb|2|||||||||99||||||||0||||||supr_y_fixed||||32
лепидъ||Ne|2|||||||||99||||||||0||||||supr_y_fixed||||32
сократъ||Ne|2|||||||||99||||||||0||||||supr_y_fixed||||32
отъдꙑхати||V-|2|||||||||99||||||||0||||||supr_y_fixed|vit-const|||96
митродоръ||Ne|2|||||||||99||||||||0||||||supr_y_fixed||||32
львъ||Ne|2|||||||||99||||||||0|||||||vit-const|||64
съврьсть||Nb|2|||||||||99||||||||0|||||||vit-const|||64
крагоуи||Nb|2|||||||||99||||||||0|||||||vit-const|||64
цѣсарьградъ||Ne|2|||||||||99||||||||0|||||||vit-const|||64
геомитриꙗ||Nb|2|||||||||99||||||||0|||||||vit-const|||64
философьскъ||A-|2|||||||||99||||||||0|||||||vit-const|||64
астрономиꙗ||Nb|2|||||||||99||||||||0|||||||vit-const|||64
говѣинъ||A-|2|||||||||99||||||||0|||||||vit-const|||64
кънѧжиѥ||Nb|2|||||||||99||||||||0|||||||vit-const|vit-meth_4_removed||192
пострищи||V-|2|||||||||99||||||||0|||||||vit-const|vit-meth_4_removed||192
поповьство||Nb|2|||||||||99||||||||0|||||||vit-const|vit-meth_4_removed||192
вивлотикаръ||Nb|2|||||||||99||||||||0|||||||vit-const|||64
тоземьць||Nb|2|||||||||99||||||||0|||||||vit-const|vit-meth_4_removed||192
аньнии||Ne|2|||||||||99||||||||0|||||||vit-const|||64
воиска||Nb|2|||||||||99||||||||0|||||||vit-const|||64
съмꙑсльнъ|съмысльныи|A-|2|sъmyslьnъ|||||||adj_hard|2||||||||1|||||||vit-const|||64
измаильтьскъ||A-|2|||||||||99||||||||0|||||||vit-const|||64
мѣшъкъ||Nb|2|||||||||99||||||||0|||||||vit-const|||64
козаре||Nb|2|||||||||99||||||||0|||||||vit-const|||64
чрѣдити||V-|2|||||||||99||||||||0|||||||vit-const|||64
прьвѣе||Df|2|||||||||99||||||||0|||||||vit-const|vit-meth_4_removed||192
иꙗфетъ||Ne|2|||||||||99||||||||0|||||||vit-const|||64
постѫпати||V-|2|||||||||99||||||||0|||||||vit-const|vit-meth_4_removed||192
оусмъ||Nb|2|||||||||99||||||||0|||||||vit-const|||64
изрѧдьнъ||A-|2|||||||||99||||||||0|||||||vit-const|||64
медвьнъ||A-|2|||||||||99||||||||0|||||||vit-const|||64
приѩтель||Nb|2|||||||||99||||||||0|||||||vit-const|||64
женитва||Nb|2|||||||||99||||||||0|||||||vit-const|||64
доспѣти||V-|2|||||||||99||||||||0|||||||vit-const|vit-meth_4_removed||192
тънъкъ||A-|2|||||||||99||||||||0|||||||vit-const|||64
поганьство||Nb|2|||||||||99||||||||0|||||||vit-const|vit-meth_4_removed||192
триѩзꙑчьникъ||Nb|2|||||||||99||||||||0|||||||vit-const|vit-meth_4_removed||192
аньдрѣꙗнъ||Ne|2|||||||||99||||||||0|||||||vit-const|vit-meth_4_removed||192
трьгоубъ||A-|2|||||||||99||||||||0|||||||vit-const|vit-meth_4_removed||192
мънишьскъ||A-|2|||||||||99||||||||0|||||||vit-const|vit-meth_4_removed||192
въдъхнѫти||V-|2|||||||||99||||||||0|||||||vit-const|vit-meth_4_removed||192
индиктъ||Nb|2|||||||||99||||||||0|||||||vit-const|vit-meth_4_removed||192
отъгвоздити||V-|2|||||||||99||||||||0|||||||vit-const|||64
априль||Nb|2|||||||||99||||||||0||||||||vit-meth_4_removed||128
тъжде||Px|2|||||||||99||||||||0||||||||vit-meth_4_removed||128
кънѧжениѥ|къняжение|Nb|2|kъnęženьje|||||||nt_jo|2|1|||||||1||||||||vit-meth_4_removed||128
покоръ||Nb|2|||||||||99||||||||0||||||||vit-meth_4_removed||128
селоунꙗнинъ||Nb|2|||||||||99||||||||0||||||||vit-meth_4_removed||128
канонъ||Nb|2|||||||||99||||||||0||||||||vit-meth_4_removed||128
стрижьникъ||Nb|2|||||||||99||||||||0||||||||vit-meth_4_removed||128
завоулонь||A-|2|zavülońь|zavülonjь||||||adj_soft|2|25|W||||Ζαβουλὼν||0|||||||||zogr_complete|256
невъфталимль||A-|2|nevъftalimĺь|nevъftalimjь||||||adj_soft|2|25|W||||Νεφθαλίμ||0|||||||||zogr_complete|256
мьздьница||Nb|2|||||||||99||||||||0|||||||||zogr_complete|256
христ(ос)ъ||A-|2|xristosovъ|||||||adj_hard|2|2|||||Χριστοῦ ||0|||||||||zogr_complete|256
свирати||V-|2|svirati|||||||54|1|||to pipe (played the svirep instrument-thing)|||||0|||||||||zogr_complete|256
сътварꙗти|сътваряти|V-|2|sъtvaŕǢti|sъtvarjǢti||||||54|1||||||||1|||||||||zogr_complete|256
скѫдольникъ||Nb|2|||||||||99||||||||0|||||||||zogr_complete|256
двьрьница||Nb|2|||||||||99||||||||0|||||||||zogr_complete|256
храбъръ||Ne|1|||||||||99||||||||0|chrabr|||||||||1
рѣза||Nb|1|||||||||99||||||||0|chrabr|||||||||1
гадати||V-|1|||||||||99||||||||0|chrabr|||||||||1
но||C-|1|||||||||99||||||||0|chrabr|||||||||1
инъ||A-|1|||||||||99||||||||0|chrabr|||||||||1
речениѥ||Nb|1|||||||||99||||||||0|chrabr|||||||||1
отъврьстиѥ||Nb|1|||||||||99||||||||0|chrabr|||||||||1
а||Nb|1|||||||||99||||||||0|chrabr|||||||||1
б||Nb|1|||||||||99||||||||0|chrabr|||||||||1
в||Nb|1|||||||||99||||||||0|chrabr|||||||||1
г||Nb|1|||||||||99||||||||0|chrabr|||||||||1
десѧтьнъ||A-|1|||||||||99||||||||0|chrabr|||||||||1
сътьнъ||A-|1|||||||||99||||||||0|chrabr|||||||||1
ижде||Pr|1|||||||||99||||||||0|chrabr|||||||||1
конъ||Nb|1|||||||||99||||||||0|chrabr|||||||||1
елиньскꙑ||Df|1|||||||||99||||||||0|chrabr|||||||||1
иногдоѭ||Df|1|||||||||99||||||||0|chrabr|||||||||1
егѵпьтѣнинъ||Nb|1|||||||||99||||||||0|chrabr|||||||||1
землѥмѣрениѥ||Nb|1|||||||||99||||||||0|chrabr|||||||||1
халдеи||Nb|1|||||||||99||||||||0|chrabr|||||||||1
асѵреи||Nb|1|||||||||99||||||||0|chrabr|||||||||1
ѕвѣздочьтениѥ||Nb|1|||||||||99||||||||0|chrabr|||||||||1
влъшьвениѥ||Nb|1|||||||||99||||||||0|chrabr|||||||||1
врачеваниѥ||Nb|1|||||||||99||||||||0|chrabr|||||||||1
чарованиѥ||Nb|1|||||||||99||||||||0|chrabr|||||||||1
финичьскъ||A-|1|||||||||99||||||||0|chrabr|||||||||1
панамидь||Ne|1|||||||||99||||||||0|chrabr|||||||||1
вита||Nb|1|||||||||99||||||||0|chrabr|||||||||1
кадьмъ||Ne|1|||||||||99||||||||0|chrabr|||||||||1
милисии||Ne|1|||||||||99||||||||0|chrabr|||||||||1
симонидъ||Ne|1|||||||||99||||||||0|chrabr|||||||||1
епихарии||Ne|1|||||||||99||||||||0|chrabr|||||||||1
граматикъ||Nb|1|||||||||99||||||||0|chrabr|||||||||1
чисменитъ||A-|1|||||||||99||||||||0|chrabr|||||||||1
симмахъ||Ne|1|||||||||99||||||||0|chrabr|||||||||1
потворити||V-|1|||||||||99||||||||0|chrabr|||||||||1
боукарь||Nb|1|||||||||99||||||||0|chrabr|||||||||1
борисъ|борисъ|Ne|1|borisъ|||||||masc_o|2||||unexplained etymology, some think it’s from Bulgar||||1|chrabr|||||||||1
блъгарьскъ|българьскыи|A-|1|bl̥garьskъ|||||||adj_hard|2|7|||||||1|chrabr|||||||||1
блатьньскъ||A-|1|||||||||99||||||||0|chrabr|||||||||1
шесть тꙑсѧщь||Ma|1|||||||||99||||||||0|chrabr|||||||||1
оукоренити||V-|1|ukoreniti|||||ukoreni|ukoreń|40|1||||||||0||euch||||||||2
кꙑсѣлъ||A-|1|kysělъ|||||||adj_hard|2|||young (soured?) wine|||||0||euch||||||||2
кана-галилеискъ||A-|1|kanagalilejьskъ||||kanagalilějьskъ|||adj_hard|2|25|W||||Κανὰ τῆς Γαλιλαίας||0||euch||||||||2
закьхеовъ||A-|1|zaḱьxejovъ||zaḱьxejevъ||zaḱьxějovъ|||adj_hard|2|25|W||||Ζακχαῖος < זכי .||0||euch||||||||2
врѣждениѥ||Nb|1|verђenьje|verdjenьje||||||nt_jo|2||||||||0||euch||||||||2
лаваановъ||A-|1|lavaanovъ|||||||adj_hard|2|25|W||||Λάβαν <  לָבָן .||0||euch||||||||2
незавидьливъ||A-|1|nezavidьlivъ|||||||adj_hard|2|||unenvious|||||0||euch||||||||2
исповѣдьнъ||A-|1|jьspovědьnъ|||||||adj_hard|2|||(with бъіти +DAT) to profess/confess one's faith in, recognise as worship-worthy|||||0||euch||||||||2
ненѫжда||Nb|1|nenǫђǢ|nenǫdjǢ|||nenuђǢ|||fem_ja|2||||Derksen 2008 p.359 gives *nuђǢ as a variant, which is supported by  Sln. núja and Bulg. núžda (if these are not Serbisms or Rus. Ch. Slavonicisms)||||0||euch||||||||2
поустошь||Nb|1|pustošь|||||||fem_i|2|||empty words, meaningless bollocks|||||0||euch||||||||2
ꙗдѣниѥ||Nb|1|jǢdenьje|||||||nt_jo|2||||||||0||euch||||||||2
съпаниѥ||Nb|1|sъpanьje|||||||nt_jo|2||||||||0||euch||||||||2
вьсевеликъ||A-|1|vьxevelikъ|||vьśevelikъ||||adj_hard|2||||||||0||euch||||||||2
замꙑслъ||Nb|1|zamyslъ|||||||masc_o|2|||intention, plan|||||0||euch||||||||2
огрѧсти||V-|1|ogręsti|||||ogręd|ogręd|11|1||||||||0|||kiev-mis|||||||4
рованиѩ||Nb|1|rovanьjǢ|||||||fem_ja|2||||this word is mysterious so I am marking as fem_ja just because TOROT has annotated it as fem. Apl.||||0|||kiev-mis|||||||4
ходатаити||V-|1|xodatajiti|||||||40|1||||||||0|||kiev-mis|||||||4
скврьность||Nb|1|skvŕ̥nostь|||||||fem_i|2|||defilement, dirtying, desecration|||||0|||kiev-mis|||||||4
оутѧгнѫти||V-|1|utęgnǫti|||||||21|1|||to have the honour of doing sth., to get [achieve, become able, manage] to do sth.|||||0|||kiev-mis|||||||4
инокость||Nb|1|jьnokostь|||||||fem_i|2|||travels in a foreign land|||||0|||kiev-mis|||||||4
исповѣдь||Nb|1|jьspovědь|||||||fem_i|2|||confession|||||0|||kiev-mis|||||||4
прѣдрагъ||A-|1|perdorgъ|||||||adj_hard|2||||||||0|||kiev-mis|||||||4
вълитиѥ||Nb|1|vъlitьje|||||||nt_jo|2|||libation|||||0|||kiev-mis|||||||4
мѫченица||Nb|1|mǫčenika|||mǫčenica||||fem_a_PV3|2||||||||0|||kiev-mis|||||||4
въкоупьнъ||A-|1|vъkupьnъ|||||||adj_hard|2|13|||(this applies just to the -kup- root) See ESSJa 13 p.110-2; Germanic *kaupōn (ESSJa erroneously gives *kaupjan, but OE ċēapian, OHG koufōn unambiguously point to a weak class 2 verb in PGmc. *ōn-) was borrowed from Latin very earlier (before Anglo-Frisian velar palatalisation, cf Eng. cheap, Chippenham etc.). ||Gmc. *kaupōn- from Latin caupō||0|||kiev-mis|||||||4
съмѣрьно||Df|1|sъměrьno||||||||0|||meekly, humbly|||||0|||kiev-mis|||||||4
милостивьно||Df|1|milostivьno||||||||0||||||||0|||kiev-mis|||||||4
иже||Ps|1|||||||||99||||||||0|||kiev-mis|||||||4
цѣсарити||V-|1|kěsariti|||cěsariti||||40|1|13|||||||0|||kiev-mis|||||||4
циркънъ||A-|1|kirъkъnъ|||||||adj_hard|2|12|||||From some kind of Gmc. language (if a type of Old High German, before the Second Sound Shift) *kirkô, *kirikô, from Gk. κυρικόν < κυριακόν (see the entry for церковь in Vasmer's dictionary). This form is distinct from usual OCS црькы and probably reflects a separate later borrowing from OHG *kirkô or *kirikô at a time when their *ir was heard as Slavic /ir/ rather than assimilated to syllabic /ŕ̥/ as it clearly was in the more common црькы.||0|||kiev-mis|||||||4
кꙑиже||Pr|1|kъjьže|||||||kъjьže|2||||||||0|||kiev-mis|||||||4
върѣснити||V-|1|vъrěsniti|||||||40|1|||take root|||||0|||kiev-mis|||||||4
въсѫдьнъ||A-|1|vъsǫdьnъ|||||||adj_hard|2|||communion [adj.]|See Schaeken 1987:132-4||||0|||kiev-mis|||||||4
съвѣстовати||V-|1|sъvěstovati|||||||61|1|||bear witness|||||0|||kiev-mis|||||||4
отъплатити||V-|1|otъplatiti|||||||40|1||||||||0|||kiev-mis|||||||4
жаль||Nb|1|žǢlь|||||||fem_i|2|||grave, tomb|||||0||||marianus||||||8
оудобь||A-|1|udoběje||||||||0|||easier|||||0||||marianus||||||8
просѣсти||V-|1|prosěsti||||||prosěd|infix_11|1||||||||0||||marianus||||||8
сопьць||Nb|1|sopьkь||sopьkъ|sopьcь||||masc_o_PV3|2|||pipe-player|||||0||||marianus||||||8
сарии||Nb|1|asъsarijь|||||||masc_jo|2|23|W|a copper coin|||ἀσσάριον < assarius||0||||marianus||||||8
стоудень||A-|1|||||||||99||||||||0||||marianus||||||8
легъкъ||A-|1|lьgъkъ|||||||adj_hard|2||||||||0||||marianus||||||8
отлъстѣти||V-|1|otl̥stěti|||||||32|1|||get fat; go stale, harden|||||0||||marianus||||||8
врѣменьно||Df|1|vermenьno||||||||0||||||||0||||marianus||||||8
ѫдица||Nb|1|ǫdika|||ǫdica||||fem_a_PV3|2|||fishing rod|||||0||||marianus||||||8
статиръ||Nb|1|statirъ|||||||masc_o|2|2||four-drachma coin|στατῆρα||||0||||marianus||||||8
осьльскъ||A-|1|osьlьskъ|||||||adj_hard|2|||ass's|||||0||||marianus||||||8
прѣлюбодѣинъ||A-|1|perĺubodějьnъ|perljubodějьnъ||||||adj_hard|2|||adulterous; of adultery|||||0||||marianus||||||8
пакꙑбꙑтиѥ||Nb|1|pakybytьje|||||||nt_jo|2|||afterlife; the life to come|||||0||||marianus||||||8
тѧгота||Nb|1|tęgota|||||||fem_a|2||||||||0||||marianus||||||8
или||G-|1|ili||||||||0||||||||0||||marianus||||||8
смокъвьничьнъ||A-|1|smokъvьničьnъ|||||||adj_hard|2|||[the miracle] of the fig tree|||||0||||marianus||||||8
исклати||V-|1|jьskolti|||||jьskol|jьskol|16|1||||||||0||||marianus||||||8
зажещи||V-|1|zažeћi|zažegti||||zažьg|zažeg|11|1||||||||0||||marianus||||||8
скълѧѕь||Nb|1|skъlęgь||skъlęgъ|skъlęʒь||||masc_o_PV3|2|1|||||Gmc. *skillingaz (>shilling)||0||||marianus||||||8
кинъсьнъ||A-|1|ḱinъsьnъ|||||||adj_hard|2|2|W|tax-, levy-|||κῆνσος||0||||marianus||||||8
раширꙗти||V-|1|orsšiŕǢti|orsširjǢti||||||54|1||||||||0||||marianus||||||8
подъметъ||Nb|1|podъmetъ|||||||masc_o|2|||hem, tassle|||||0||||marianus||||||8
прѣждевъзлѣганиѥ||Nb|1|perђevъzlěganьje|perdjevъzlěganьje||||||nt_jo|2|||the prime place / most important seat at the table|лѣгати exists as a lengthened-grade imperfective of лежати||||0||||marianus||||||8
отъдесѧтьствовати||V-|1|otъdesętьstvovati|||||||61|1|||pay a tithe|||||0||||marianus||||||8
копръ||Nb|1|koprъ|||||||masc_o|2|||dill|||||0||||marianus||||||8
кѵминъ||Nb|1|küminъ|||||||masc_o|2|2|W|cumin|||κύμινον||0||||marianus||||||8
оцѣждати||V-|1|okěђǢti|okědjǢti||ocěђǢti||||54|1||||||||0||||marianus||||||8
поглъщати||V-|1|poglъћǢti|poglъtjǢti||||||54|1||||Ukr. глитати, Bel. глытаць||||0||||marianus||||||8
ѫтрьѭдоу||Df|1|ǫtrьjǫdu||||||||0||||||||0||||marianus||||||8
повапьнити||V-|1|povapьniti|||||||40|1|||whitewash|||||0||||marianus||||||8
варахиинъ||A-|1|varax́ijinъ|||||||adj_hard|2|25|W||||Βαραχίου||0||||marianus||||||8
чрѣвии||Nb|1|červьjь|||||||masc_jo|2|||shoe, sandal|||||0||||marianus||||||8
сълежати||V-|1|sъležǢti|||||||31|1||||||||0||||marianus||||||8
възглавьница||Nb|1|vъzgolvьnika|||vъzgolvьnica||||fem_a_PV3|2|||pillow?|||||0||||marianus||||||8
цѣлѣти||V-|1|kělěti|||cělěti||kělě|kělěj|32|1|||to heal (intransitive/middle voice), get better, recover|||||0||||marianus||||||8
гоморꙗне||Ne|1|gomoŕǢninъ|gomorjǢninъ||||||masc_anin|2|25||Gomorrah-dwellers|it's very difficult to tell in Glagolitic mss. with foreign words ending on /r, l, n/ whether the 'citizen' suffix is *-jǢninъ or *-ěninъ; Russian славянин must be a later assimilation of *slověninъ to a generalised /-anin/ suffix after the rise of /v'/ and *Ǣ > /a/, because there's no epenthetic /ĺ/, so we should perhaps take *-ěninъ as the base suffix which regularly became *-Ǣninъ when a /j/ intervened, as in *gorђǢninъ etc.||Γομόρροις||0||||marianus||||||8
отъвьнѣѭдоу||R-|1|otъvъnějǫdu||||||||0||||cf. Bg. навсякъде, the variant ⱗⰴⱆ, ⱗⰴⱑ is in Pol. wszędzie, and the *ǫd- root is in Ru. куда, туда, сюда etc.||||0||||marianus||||||8
извъноу||Df|1|jьzvъnu||||||||0|||from outside, from without|||||0||||marianus||||||8
болѥ||A-|1|boĺьjь|boljьjь|||||||0||||||||0||||marianus||||||8
кокотоглашениѥ||Nb|1|kokotogolšenьje|||||||nt_jo|2|||crowing, rooster-calling|||||0||||marianus||||||8
поспѣшьствовати||V-|1|pospěšьstvovati|||||||61|1||||||||0||||marianus||||||8
ефимериꙗ||Nb|1|efiměrijǢ||||efimerijǢ|||fem_ja|2|2|W|order (чрѣда)|||ἐφημερία||0||||marianus||||||8
сикера||Nb|1|siḱera|||||||fem_a|2|2|W|kvass, alcoholic drink|||σίκερα||0||||marianus||||||8
благодатьнъ||A-|1|bolgodatьnъ|||||||adj_hard|2|||godsent, god-given, imbued with divine grace|||||0||||marianus||||||8
