1589 3459,<wb>сътворь|шоуоумоу
1514,<wb>вьса
1860,<wb>анѳупатъ
141,<wb>рече
1242 95,<wb>жь|рі
328,<wb>отъвѣшта
122,<wb>ні
150,<wb>къ
914,<wb>богоу
850 104 4350,<wb>бого|лѣ|пьно
2782,<wb>вѣроваті
1270 76,<wb>наоучі|хъ
70,<wb>сѧ
366,<wb>онъ
71,<wb>же
473,<wb>глагола
481,<wb>вьсі
3859,<wb>богъі
109 54 55,<wb>ч|те|мъ
39,<wb>і
1209,<wb>небо
39,<wb>і
4847,<wb>сѫштѧѧ
68,<wb>на
4105,<wb>небесі
3859,<wb>богъі
394,<wb>что
68,<wb>на
4352 76,<wb>въздоу|хъ
5738 608,<wb>вьзіра|еші
720 95,<wb>зь|рі
144,<wb>емоу
328,<wb>отъвѣшта
62,<wb>не
68,<wb>на
4352 76,<wb>въздоу|хъ
5738 3,<wb>вьзіра|ѭ
208,<wb>нъ
150,<wb>къ
1589 3459,<wb>сътворь|шоуоумоу
4352 432,<wb>въздоу|ха
39,<wb>і
1209,<wb>небо
39,<wb>і
4847,<wb>сѫштѧѧ
68,<wb>на
4105,<wb>небесі
1860,<wb>анѳупатъ
141,<wb>рече
1900,<wb>рьці
523,<wb>кто
261,<wb>сътворі
328,<wb>отъвѣшта
62,<wb>не
4099,<wb>достоіно
161,<wb>естъ
1775,<wb>решті
1860,<wb>анѳупатъ
141,<wb>рече
722,<wb>богъ
222,<wb>оубо
227,<wb>іже
161,<wb>естъ
291 35 173,<wb>зе|у|съ
227,<wb>іже
161,<wb>естъ
68,<wb>на
4105,<wb>небесі
774,<wb>црь
112,<wb>бо
161,<wb>естъ
877,<wb>вьсѣмъ
1784,<wb>богомъ
2101 380 324,<wb>млъ|чѧ|штоу
71,<wb>же
1733 60 35,<wb>піо|ні|у
39,<wb>і
162 802 274,<wb>об|ѣше|ноу
6094,<wb>бъівшоу
510,<wb>рѣшѧ
1242 95,<wb>жь|рі
328,<wb>отъвѣшта
122,<wb>ні
404,<wb>пакъі
1267 340,<wb>мѫчі|въше
39,<wb>і
7079 133 123,<wb>ногъ|ть|мі
510,<wb>рѣшѧ
543 16,<wb>пока|і
70,<wb>сѧ
328,<wb>отъвѣшта
2134,<wb>нѣсмъ
7717 33 137,<wb>обоу|ѣ|лъ
208,<wb>нъ
5198,<wb>жівааго
530,<wb>бога
5730,<wb>боѭ
70,<wb>сѧ
1860,<wb>анѳупатъ
39,<wb>і
1944,<wb>іні
899,<wb>мнозі
3389 110,<wb>жръ|шѧ
39,<wb>і
2811,<wb>жіві
419,<wb>сѫтъ
39,<wb>і
3822 1349,<wb>съмъіс|лѧтъ
328,<wb>отъвѣшта
62,<wb>не
4890,<wb>жьрѫ
1860,<wb>анѳупатъ
141,<wb>рече
394,<wb>что
70,<wb>сѧ
7184 116,<wb>тъшті|ші
68,<wb>на
2369,<wb>съмрьть
2813,<wb>піоніі
141,<wb>рече
62,<wb>не
157 474,<wb>тъ|штѫ
70,<wb>сѧ
68,<wb>на
2369,<wb>съмрьть
208,<wb>нъ
68,<wb>на
2702,<wb>жізнь
1860,<wb>анѳупатъ
141,<wb>рече
62,<wb>не
1919,<wb>веліко
2402,<wb>чоудо
1901,<wb>творіші
157 361,<wb>тъ|штѧ
70,<wb>сѧ
68,<wb>на
1752,<wb>сьмрьть
208,<wb>нъ
2533,<wb>елма
222,<wb>оубо
7184 116,<wb>тъшті|ші
70,<wb>сѧ
68,<wb>на
2369,<wb>съмрьть
1724,<wb>жівъ
105,<wb>да
1495 3809,<wb>ізго|ріші
39,<wb>і
56 1278 110,<wb>въ|піса|шѧ
81,<wb>вь
303 102 1423 267,<wb>пі|на|кі|дъі
2845 55 344,<wb>роу|мъ|скъі
2813,<wb>піоніі
1031 648,<wb>ісповѣда|въіі
70,<wb>сѧ
645,<wb>самъ
3568,<wb>крьстіѣнъ
6904,<wb>жівоу
1495 1491,<wb>ізго|рѣті
449 454,<wb>повелѣ|хомъ
1291 358,<wb>шедъ|шоу
71,<wb>же
144,<wb>емоу
68,<wb>на
1067 4353,<wb>сѫді|ліште
75,<wb>съ
5614 1192,<wb>тъшта|ніемъ
39,<wb>і
6441,<wb>прішедъшоу
184 5319 95 129 7,<wb>ко|мента|рі|сі|ю
645,<wb>самъ
70,<wb>сѧ
4825 83,<wb>съвлѣ|че
3956,<wb>таче
2654,<wb>разоумѣвъ
5280 2978,<wb>прѣчі|стъіі
2071 495,<wb>лѣпо|тѫ
3043,<wb>тѣла
524,<wb>своего
823,<wb>многъі
2421,<wb>радості
5090,<wb>іспльні
70,<wb>сѧ
3951,<wb>вьзьрѣвъ
71,<wb>же
68,<wb>на
1209,<wb>небо
39,<wb>і
1643,<wb>хвалѫ
4222,<wb>въздавъ
914,<wb>богоу
227,<wb>іже
311,<wb>тако
135,<wb>его
1617 7492,<wb>съблю|дъша
164 6351,<wb>про|стрѣ
70,<wb>сѧ
645,<wb>самъ
68,<wb>на
1488,<wb>дрѣво
39,<wb>і
444,<wb>прѣда
70,<wb>сѧ
893 274,<wb>воі|ноу
4900 3079 943,<wb>пріг|воз|діті
70,<wb>сѧ
4900 63 235 274,<wb>пріг|во|жде|ноу
71,<wb>же
144,<wb>емоу
1252,<wb>бъівъшоу
404,<wb>пакъі
428 172 1481,<wb>ді|мо|сіі
141,<wb>рече
543 16,<wb>пока|і
70,<wb>сѧ
39,<wb>і
84 119 6760,<wb>отъ|нь|мемъ
3747 6643,<wb>гвоз|діѧ
328,<wb>отъвѣшта
71,<wb>же
366,<wb>онъ
551 76,<wb>чоу|хъ
99,<wb>ѣко
2095,<wb>нічтоже
419,<wb>сѫтъ
2888,<wb>тѣмже
157 474,<wb>тъ|штѫ
70,<wb>сѧ
105,<wb>да
600,<wb>абіе
2750 179,<wb>вьста|нѫ
4246 24,<wb>обліча|ѧ
295,<wb>еже
168,<wb>із
2986,<wb>мрътвъііхъ
7801 199 200,<wb>вьскръ|се|ніе
5165,<wb>поставішѧ
222,<wb>оубо
135,<wb>его
68,<wb>на
3443,<wb>дрѣвѣ
3956,<wb>таче
67,<wb>по
2318,<wb>томъ
39,<wb>і
2644 23 5106 61,<wb>пре|с|вуте|ра
3295,<wb>коего
195 890 151 61,<wb>мі|тро|до|ра
994,<wb>вѣръі
1510 6963 7647,<wb>мар|кіа|ньскъіѧ
1879 185,<wb>лоу|чі
71,<wb>же
70,<wb>сѧ
1733 297,<wb>піо|ніѣ
4691,<wb>поставіті
47,<wb>о
1569,<wb>деснѫѭ
195 890 151 61,<wb>мі|тро|до|ра
71,<wb>же
47,<wb>о
7234,<wb>лѣвѫѭ
39,<wb>і
740,<wb>оба
7770 163,<wb>зьрѣ|ста
68,<wb>на
5546,<wb>въстокъ
2573 687,<wb>прінесе|номъ
71,<wb>же
4460,<wb>бъівъшемъ
624 1694,<wb>дръ|вомъ
39,<wb>і
72 316 2439,<wb>к|рѫ|гомъ
130 4227,<wb>гла|дъше
2813,<wb>піоніі
2997,<wb>затворі
531,<wb>очі
308,<wb>ѣкоже
2168,<wb>народоу
588 52,<wb>мнѣ|ті
39,<wb>і
168 7492,<wb>із|дъша
366,<wb>онъ
71,<wb>же
47,<wb>о
878 1035,<wb>таі|нъіхъ
108 153 610,<wb>мо|ль|бѫ
803,<wb>творѧ
1475,<wb>прішъдъ
71,<wb>же
68,<wb>на
3793,<wb>конецъ
3265,<wb>молітвѣ
3421,<wb>прозьрѣ
836,<wb>еште
71,<wb>же
627 2513,<wb>пла|мені
5494,<wb>велікоу
1610,<wb>сѫштоу
1268 137,<wb>весе|лъ
3118,<wb>ліцемъ
4612,<wb>послѣжде
6888,<wb>рекшоу
2099,<wb>амінъ
39,<wb>і
1342,<wb>рекъ
3415,<wb>господоу
3290,<wb>пріімі
813,<wb>моѭ
2472,<wb>доушѫ
699,<wb>акъі
3121 212 24,<wb>отърі|га|ѧ
4525,<wb>тіхо
39,<wb>і
417,<wb>без
2426,<wb>болѣзні
168 4891 179,<wb>із|дъх|нѫ
39,<wb>і
444,<wb>прѣда
3888,<wb>доухъ
424,<wb>своі
3415,<wb>господоу
1746,<wb>вьсѫ
3237,<wb>крьвь
1746,<wb>вьсѫ
2472,<wb>доушѫ
2953 3519,<wb>неправь|дьнѣ
2020 118,<wb>осѫжде|нѣ
4183,<wb>бъівъші
2176 1033,<wb>обѣшта|въшоу
71,<wb>же
70,<wb>сѧ
5424,<wb>съхраніті
311,<wb>тако
2205,<wb>жітіе
1724,<wb>жівъ
1571,<wb>блаженъіі
2813,<wb>піоніі
4955 85,<wb>непорочь|но
1079 4102 6786,<wb>неі|стьлѣ|нно
1199,<wb>прісно
2386,<wb>оума
1492,<wb>імъі
524,<wb>своего
164 1365 94,<wb>про|стръ|та
150,<wb>къ
914,<wb>богоу
5632 3011,<wb>вьседръжі|телю
39,<wb>і
150,<wb>къ
5211 94 7,<wb>хода|та|ю
710,<wb>боу
39,<wb>і
2509,<wb>чловѣкомъ
3396,<wb>ісоуса
3138 163,<wb>хръ|ста
530,<wb>бога
1051,<wb>нашего
311 88,<wb>тако|моу
71,<wb>же
39,<wb>і
1710,<wb>достоінъ
351,<wb>бъістъ
1088 673,<wb>конь|цоу
39,<wb>і
5068,<wb>велікааго
1129 212,<wb>подві|га
1090 2683,<wb>побѣ|дівъ
3255 79,<wb>проі|де
330 23 2154,<wb>тѣ|с|нъіімі
5897,<wb>двьрьмі
68,<wb>на
5322 138,<wb>шіро|къ
39,<wb>і
2534,<wb>велікъ
957,<wb>свѣтъ
6780 2221,<wb>назна|мена
71,<wb>же
70,<wb>сѧ
144,<wb>емоу
2671 446,<wb>вѣнь|цъ
67,<wb>по
4985,<wb>тѣлоу
67,<wb>по
7437,<wb>огні
112,<wb>бо
311,<wb>тако
135,<wb>его
2219,<wb>відѣхомъ
1452 89 340,<wb>пріхо|ді|въше
308,<wb>ѣкоже
817,<wb>тѣло
1679,<wb>юно
3263 1935,<wb>страсть|нікоу
168 810 235 85,<wb>із|гла|жде|но
39,<wb>і
1548,<wb>оуші
144,<wb>емоу
3378 104,<wb>свѣть|лѣ
154 163,<wb>бъі|ста
355 86,<wb>бра|да
71,<wb>же
144,<wb>емоу
699,<wb>акъі
176 4767 63,<wb>то|прь|во
355 114 923,<wb>бра|дѣ|ѭштоу
4475 319 177,<wb>свь|тѣ|аше
70,<wb>сѧ
39,<wb>і
822,<wb>ліце
144,<wb>емоу
404,<wb>пакъі
3886,<wb>свѣтъло
39,<wb>і
2484,<wb>благодѣть
551 113 102,<wb>чоу|дъ|на
308,<wb>ѣкоже
4846,<wb>крьстіѣномъ
7478,<wb>оутврьдіті
70,<wb>сѧ
580,<wb>паче
4108,<wb>вѣроѭ
2629 276,<wb>невѣрь|ніі
71,<wb>же
160 142 33 340,<wb>въз|бо|ѣ|въше
70,<wb>сѧ
39,<wb>і
1176 5152,<wb>сьвѣ|діѭ
3462,<wb>імѫште
56,<wb>въ
348 233,<wb>стра|сѣ
4954,<wb>отіті
283 1960,<wb>мѫ|ченъ
71,<wb>же
351,<wb>бъістъ
862,<wb>стъіі
2813,<wb>піоніі
2759,<wb>мѣсѧца
2122,<wb>марта
167,<wb>ві
644,<wb>дьнь
6338,<wb>сѫбота
1396,<wb>часъ
39,<wb>і
90,<wb>прі
68 118,<wb>на|нѣ
3907,<wb>црі
47,<wb>о
759,<wb>насъ
71,<wb>же
845 3235,<wb>цръ|ствоуѭштоу
3415,<wb>господоу
1873,<wb>нашемоу
107,<wb>іс
6049,<wb>хрістосоу
991,<wb>емоуже
974,<wb>слава
39,<wb>і
3173,<wb>дръжава
81,<wb>вь
1161,<wb>вѣкъі
2860,<wb>вѣкомъ
681,<wb>амін
198 206 133,<wb>па|ме|ть
39,<wb>і
2205,<wb>жітіе
554 1575,<wb>блаже|наго
2971,<wb>оучітелѣ
1051,<wb>нашего
4396 102,<wb>костанті|на
5298,<wb>філософа
638 4231,<wb>пръ|ваго
2227 18 875,<wb>наста|в|ніка
445 10 795,<wb>слове|н|скоу
1931 273,<wb>езъі|коу
4502,<wb>благослові
722,<wb>богъ
1151 180,<wb>мілості|вь
39,<wb>і
3349 4011,<wb>ште|дрь
5967 11,<wb>ожіда|е
3892,<wb>покааніе
1539 838,<wb>чловѣчь|ско
105,<wb>да
154 82,<wb>бъі|ше
1355,<wb>въсі
1538 139,<wb>съпасе|нъі
5261,<wb>бъілі
39,<wb>і
56,<wb>въ
4605,<wb>разоумь
2624 401,<wb>істін|нъіі
7762 74,<wb>пріш|лі
62,<wb>не
547 32,<wb>хоште|т
112,<wb>бо
75 14 21 52,<wb>съ|м|р|ті
5654 1935,<wb>грѣш|нікоу
208,<wb>нъ
4230 690,<wb>покаѣ|нію
39,<wb>і
603 670,<wb>жіво|тоу
201,<wb>аште
39,<wb>і
4857,<wb>наіпаче
1906 133,<wb>пріложі|ть
68,<wb>на
6686 679,<wb>зло|боу
208,<wb>нъ
62,<wb>не
2437 1359,<wb>оставлѣ|еть
420 266,<wb>чловѣ|ча
2009,<wb>рода
221 254 147,<wb>от|па|сті
2462 2114,<wb>ослабле|ніемь
39,<wb>і
81,<wb>вь
190 4260 1484,<wb>сь|бла|знь
3436 274,<wb>непріѣзні|ноу
701 52,<wb>пріі|ті
39,<wb>і
1717 274 52,<wb>погъіб|ноу|ті
208,<wb>нъ
68,<wb>на
2459 470,<wb>каѣ|жда
1791,<wb>лѣта
39,<wb>і
5964,<wb>врѣмена
62,<wb>не
1925 1359,<wb>прѣста|еть
4306,<wb>благодать
4243,<wb>творе
4103,<wb>намь
693,<wb>много
99,<wb>ѣко
5335,<wb>іспрьва
2238,<wb>даже
39,<wb>і
156,<wb>до
457,<wb>нъінѣ
2838 17 125 493,<wb>патрі|а|рь|хі
71,<wb>же
2941,<wb>пръвѣе
39,<wb>і
3449,<wb>отьці
39,<wb>і
67,<wb>по
330 675,<wb>тѣ|хь
5193,<wb>пророкъі
77,<wb>а
67,<wb>по
6066,<wb>сіхь
4830,<wb>апостолі
39,<wb>і
1103 244 148,<wb>моу|чені|къі
6369 3625,<wb>правед|нъімі
1103 124,<wb>моу|жі
39,<wb>і
700 74,<wb>оучіте|лі
168 1633 3532,<wb>із|біра|еі
377,<wb>оть
693 6331 18 1575,<wb>много|мль|в|наго
1002 17,<wb>жіті|а
387,<wb>сего
535 1359,<wb>зна|еть
112,<wb>бо
775,<wb>господь
357,<wb>свое
227,<wb>іже
135,<wb>его
4277,<wb>соуть
308,<wb>ѣкоже
141,<wb>рече
2697 292,<wb>ов|це
346,<wb>мое
2188,<wb>гласа
563,<wb>моего
314 82 133,<wb>слъі|ше|ть
39,<wb>і
695,<wb>азь
535 7,<wb>зна|ю
50,<wb>е
39,<wb>і
1595,<wb>іменемь
160 46 103 7,<wb>въз|ъі|ва|ю
50,<wb>е
39,<wb>і
67,<wb>по
588,<wb>мнѣ
245 3036,<wb>хо|деть
39,<wb>і
105 7,<wb>да|ю
2008,<wb>імь
603 133,<wb>жіво|ть
5059 401,<wb>вѣч|нъіі
295,<wb>еже
7189,<wb>сътворіі
39,<wb>і
56,<wb>въ
2138,<wb>нашь
3562,<wb>родь
2274 1055,<wb>въздві|гь
4103,<wb>намь
2971,<wb>оучітелѣ
931,<wb>сіце
227,<wb>іже
4218,<wb>просвѣті
6638,<wb>езъікь
2138,<wb>нашь
338 142 147 7,<wb>сла|бо|сті|ю
6264 8 82,<wb>омра|ч|ше
828,<wb>оумь
424,<wb>своі
580,<wb>паче
3067 7,<wb>льсті|ю
7213 132 7,<wb>діаво|ле|ю
62,<wb>не
788 2515,<wb>хотѣ|вше
56,<wb>въ
4387,<wb>свѣтѣ
1872 675,<wb>божіі|хь
2858 675,<wb>заповѣде|хь
3427,<wb>ходіті
2205,<wb>жітіе
71,<wb>же
135,<wb>его
5204 1359,<wb>ѣвлѣ|еть
67,<wb>по
5443,<wb>малоу
3080 1637,<wb>сказа|емо
78 569 48,<wb>ѣ|кь|же
165,<wb>бѣ
105,<wb>да
227,<wb>іже
547 133,<wb>хоште|ть
176,<wb>то
121,<wb>се
1146,<wb>слъіші
6022 133,<wb>подобі|ть
121,<wb>се
144,<wb>емоу
1351 2212,<wb>бь|дрость
947 132,<wb>пріем|ле
77,<wb>а
6670 214,<wb>лѣно|сть
221 1991 11,<wb>от|мѣта|е
308,<wb>ѣкоже
141,<wb>рече
4695,<wb>апостоль
6250 60,<wb>подоб|ні
588,<wb>мнѣ
861 410,<wb>бъіва|іте
308,<wb>ѣкоже
39,<wb>і
695,<wb>азь
711 1297,<wb>хрі|стоу
56,<wb>въ
448 228 10 1883,<wb>со|лоу|н|сцѣ
1565,<wb>градѣ
165,<wb>бѣ
6210,<wb>моужь
731 125,<wb>ете|рь
7635 34 119,<wb>доброро|д|нь
39,<wb>і
3041,<wb>богать
1595,<wb>іменемь
966 180,<wb>ль|вь
3707 125 48,<wb>прѣд|рь|же
301 119,<wb>са|нь
6703 21 1258,<wb>драга|р|скъіі
7633,<wb>подь
348 52 58 14,<wb>стра|ті|го|м
165,<wb>бѣ
71,<wb>же
2396 21 119,<wb>благовѣ|р|нь
1201 1781,<wb>съхра|нѣе
960,<wb>въсе
1326,<wb>заповѣді
4169,<wb>божіе
6272,<wb>іспльнь
308,<wb>ѣкоже
999 211,<wb>іно|гда
359 180,<wb>іо|вь
2127,<wb>жівъі
71,<wb>же
75,<wb>съ
5578 124 726,<wb>подроу|жі|емь
2682,<wb>своімь
39,<wb>і
790,<wb>роді
100,<wb>з
806 83 133 25,<wb>отро|че|ть|ь
377,<wb>оть
7982 48,<wb>ніх|же
165 82,<wb>бѣ|ше
1283 1299 1592,<wb>мла|дѣі|шіі
1646 285,<wb>сед|мъі
4396 119,<wb>костанті|нь
2449,<wb>філософь
2227 18 2586,<wb>наста|в|нікь
39,<wb>і
1899,<wb>оучітель
2138,<wb>нашь
317,<wb>егда
71,<wb>же
39,<wb>і
790,<wb>роді
1474,<wb>маті
2353 802,<wb>въда|ѣше
135,<wb>его
1498 74 215,<wb>доі|лі|ці
105,<wb>да
39,<wb>і
154,<wb>бъі
1498 66,<wb>доі|ла
806 83,<wb>отро|че
71,<wb>же
62,<wb>не
4388,<wb>рачі
121,<wb>се
50 52,<wb>е|ті
390 885,<wb>тоу|ждь
75 349 363,<wb>съ|сь|ць
2561,<wb>нікакоже
2118,<wb>развѣ
67,<wb>по
1152 21 276,<wb>мате|р|ніі
2419,<wb>дондеже
377 151 11 119,<wb>оть|до|е|нь
3442,<wb>бъість
121,<wb>се
71,<wb>же
3442,<wb>бъість
67,<wb>по
5086,<wb>божію
1363 32 174 690,<wb>смо|т|ре|нію
105,<wb>да
154,<wb>бъі
1730,<wb>добра
4549,<wb>корене
1730,<wb>добра
2456 61 7925,<wb>лѣто|ра|сль
67,<wb>по
121 14,<wb>се|м
71,<wb>же
1730,<wb>добра
373 17,<wb>та|а
2662,<wb>родітелѣ
6188 7281,<wb>свѣшта|вша
121,<wb>се
62,<wb>не
75 196 943,<wb>съ|хо|діті
121,<wb>се
223 4392,<wb>го|вешта
436,<wb>себѣ
208,<wb>нъ
311,<wb>тако
236 163,<wb>жі|ста
47,<wb>о
1502,<wb>господі
6562,<wb>лѣть
428,<wb>ді
2419,<wb>дондеже
78,<wb>ѣ
2369,<wb>съмрьть
234 228 185,<wb>раз|лоу|чі
2561,<wb>нікакоже
127 1297 1545 158,<wb>прѣ|стоу|пль|ша
485,<wb>того
553 94,<wb>съвѣ|та
68,<wb>на
762 34,<wb>соу|д
71,<wb>же
144,<wb>емоу
7627 324,<wb>хоте|штоу
1344,<wb>іті
1803,<wb>плака
121,<wb>се
1474,<wb>маті
806 3395,<wb>отро|чете
387,<wb>сего
2407 166,<wb>глаголю|шті
3820 335,<wb>небрѣ|гоу
47,<wb>о
960 106,<wb>въсе|мь
2118,<wb>развѣ
47,<wb>о
2139 10 215,<wb>младе|н|ці
1255,<wb>семь
4027,<wb>едіномь
376,<wb>како
3811,<wb>імать
503,<wb>бъіті
6472 119,<wb>оустрое|нь
4640,<wb>онь
71,<wb>же
141,<wb>рече
594,<wb>вѣроу
195,<wb>мі
2678,<wb>імі
3124,<wb>жено
2107 7,<wb>надѣ|ю
121,<wb>се
6437,<wb>бозѣ
99,<wb>ѣко
1288,<wb>даті
3811,<wb>імать
144,<wb>емоу
1858,<wb>отьца
39,<wb>і
7670 104,<wb>строіте|лѣ
6462,<wb>такого
227,<wb>іже
39,<wb>і
6573 133,<wb>строі|ть
39,<wb>і
988,<wb>все
7761 139,<wb>хрістіа|нъі
295,<wb>еже
121,<wb>се
39,<wb>і
3871 214,<wb>събъі|сть
5835,<wb>седмі
71,<wb>же
6562,<wb>лѣть
576,<wb>съі
806 569,<wb>отро|кь
248,<wb>відѣ
7023,<wb>сънь
39,<wb>і
1721 11,<wb>повѣда|е
4301,<wb>отьцоу
39,<wb>і
2776,<wb>матері
141,<wb>рече
99,<wb>ѣко
348 52 1055,<wb>стра|ті|гь
2805,<wb>събра
988,<wb>все
1400 292,<wb>дѣві|це
1051,<wb>нашего
926,<wb>града
39,<wb>і
141,<wb>рече
150,<wb>къ
588,<wb>мнѣ
168 287 95,<wb>із|бе|рі
436,<wb>себѣ
377,<wb>оть
4406,<wb>ніхь
1303,<wb>юже
1178,<wb>хоштеші
5578 124 11,<wb>подроу|жі|е
39,<wb>і
68,<wb>на
2068,<wb>помошть
3296 214,<wb>съврь|сть
436,<wb>себѣ
5065,<wb>аз
71,<wb>же
6191 132 86 180,<wb>съг|ле|да|вь
39,<wb>і
1363 1069 180,<wb>смо|трі|вь
5735,<wb>въсѣхь
248 675,<wb>відѣ|хь
249 274,<wb>еді|ноу
973 23 968 358,<wb>кра|с|нѣі|шоу
5735,<wb>въсѣхь
4360,<wb>ліцемь
4475 54 324,<wb>свь|те|штоу
121,<wb>се
39,<wb>і
1809 82 274,<wb>оукра|ше|ноу
2701,<wb>велмі
108 60 147,<wb>мо|ні|сті
1289 289,<wb>зла|тъі
39,<wb>і
453 199 117 106,<wb>бі|се|ро|мь
39,<wb>і
960 7,<wb>въсе|ю
5409 115 7,<wb>красо|то|ю
5073,<wb>еіже
165,<wb>бѣ
537,<wb>іме
448 2234 17,<wb>со|фі|а
747,<wb>сіі
3750,<wb>рѣчь
1103 2212,<wb>моу|дрость
390,<wb>тоу
6412 675,<wb>ізбра|хь
379 2515,<wb>слъіша|вше
1020,<wb>словеса
159,<wb>сі
2662,<wb>родітелѣ
135,<wb>его
2487 163,<wb>реко|ста
72,<wb>к
62 274,<wb>не|ноу
4779,<wb>съіноу
3895,<wb>храні
2102,<wb>законь
1858,<wb>отьца
697,<wb>твоего
39,<wb>і
62,<wb>не
7626,<wb>отврьзі
4159 200,<wb>наказа|ніе
3288,<wb>матере
347,<wb>твое
1599 36 60 13,<wb>свѣті|л|ні|к
112,<wb>бо
2144,<wb>заповѣдь
3113,<wb>законоу
39,<wb>і
3378,<wb>свѣть
1900,<wb>рьці
71,<wb>же
127 88 3472,<wb>прѣ|моу|дрості
3630,<wb>сестра
195,<wb>мі
710 89,<wb>боу|ді
77,<wb>а
1103 2212,<wb>моу|дрость
535 2639,<wb>зна|емоу
436,<wb>себѣ
7189,<wb>сътворіі
159 17 2649,<wb>сі|а|ет
112,<wb>бо
127 88 2212,<wb>прѣ|моу|дрость
580,<wb>паче
2835 218,<wb>сльнь|ца
39,<wb>і
201,<wb>аште
2457 116,<wb>пріведе|ші
592,<wb>ю
436,<wb>себѣ
414 11,<wb>імѣ|е
390,<wb>тоу
5578 124 11,<wb>подроу|жі|е
176,<wb>то
377,<wb>оть
1022,<wb>многа
1289,<wb>зла
1101 116,<wb>ізбаві|ші
121,<wb>се
2080,<wb>ею
317,<wb>егда
71,<wb>же
39,<wb>і
2353 163,<wb>въда|ста
68,<wb>на
3984,<wb>оученіе
3577 802,<wb>спѣ|ѣше
580,<wb>паче
572 9,<wb>всѣ|х
4552,<wb>оученікь
56,<wb>въ
5973 675,<wb>кніга|хь
198 206 52 7,<wb>па|ме|ті|ю
2377 7,<wb>скоро|ю
2701,<wb>велмі
99,<wb>ѣко
39,<wb>і
428 403,<wb>ді|воу
503,<wb>бъіті
428 7709,<wb>ді|ною
71,<wb>же
377,<wb>оть
713 16,<wb>дьне|і
308,<wb>ѣкоже
3321,<wb>объічаі
715,<wb>есть
530 52 185 91 106,<wb>бога|ті|чі|ште|мь
2073 2482 200,<wb>глоу|мле|ніе
1234,<wb>творіті
5531 207 7,<wb>лові|тво|ю
168 46 79,<wb>із|ъі|де
40,<wb>с
1047,<wb>німі
68,<wb>на
2974,<wb>поле
973 335 16,<wb>кра|гоу|і
424,<wb>своі
853 106,<wb>възь|мь
99,<wb>ѣко
2365,<wb>поусті
39,<wb>і
140 933,<wb>вѣ|трь
121,<wb>се
472 133,<wb>обрѣ|ть
67,<wb>по
1363 32 174 690,<wb>смо|т|ре|нію
5086,<wb>божію
39,<wb>і
160 1359,<wb>въз|еть
39,<wb>і
1070 199,<wb>зане|се
135,<wb>его
806 569,<wb>отро|кь
71,<wb>же
377,<wb>оть
485,<wb>того
56,<wb>въ
6132 200,<wb>оунъі|ніе
39,<wb>і
2178,<wb>печаль
3775 188,<wb>въпа|дь
2417,<wb>два
752,<wb>дьні
62,<wb>не
78 214,<wb>ѣ|сть
1878 7070 14,<wb>чловѣко|любіе|м
112,<wb>бо
424 14,<wb>своі|м
1151 648,<wb>мілості|въіі
722,<wb>богъ
62,<wb>не
220 104,<wb>ве|лѣ
144,<wb>емоу
90 219 569 274 52,<wb>прі|въі|кь|ноу|ті
236 54 16 344 675,<wb>жі|те|і|скъі|хь
220 91 675,<wb>ве|ште|хь
4432,<wb>оудобь
39,<wb>і
4875 111,<wb>оуло|ві
308,<wb>ѣкоже
5888,<wb>древле
4875 111,<wb>оуло|ві
627 1423 270,<wb>пла|кі|доу
56,<wb>въ
38 397,<wb>|ловѣ
2583 3023,<wb>еле|немь
311,<wb>тако
39,<wb>і
387,<wb>сего
973 335 726,<wb>кра|гоу|емь
56,<wb>въ
436,<wb>себѣ
71,<wb>же
2503 180,<wb>помъіслі|вь
1002 17,<wb>жіті|а
387,<wb>сего
7338 670,<wb>соуе|тоу
2529 177,<wb>ока|аше
1089,<wb>глаголе
311 63,<wb>тако|во
178,<wb>лі
715,<wb>есть
2205,<wb>жітіе
121,<wb>се
105,<wb>да
81,<wb>вь
2421,<wb>радості
707,<wb>мѣсто
967 36,<wb>печа|л
90 325 103 1359,<wb>прі|бъі|ва|еть
377,<wb>оть
387,<wb>сего
713,<wb>дьне
67,<wb>по
39 10,<wb>і|н
121,<wb>се
558 133,<wb>поу|ть
39 88,<wb>і|моу
227,<wb>іже
715,<wb>есть
387,<wb>сего
7327 116,<wb>лоучь|ші
77,<wb>а
56,<wb>въ
1628 87,<wb>мль|вѣ
1002 17,<wb>жіті|а
387,<wb>сего
424 675,<wb>своі|хь
752,<wb>дьні
62,<wb>не
39 1672 403,<wb>і|жді|воу
39,<wb>і
5137 11,<wb>пооуча|е
121,<wb>се
4404,<wb>сімь
2908,<wb>сѣдѣаше
56,<wb>въ
756,<wb>домоу
1808,<wb>своемь
6847,<wb>оуче
121,<wb>се
3317,<wb>ізь
4114 25,<wb>оусть|ь
5973 123,<wb>кніга|мі
6426,<wb>светаго
5013 2961,<wb>гріго|ріа
850 660 103,<wb>бого|сло|ва
39,<wb>і
1719,<wb>знаменіе
508 69 465,<wb>крь|ст|ное
261,<wb>сътворі
68,<wb>на
2423 118,<wb>стѣ|нѣ
39,<wb>і
2096 228,<wb>похва|лоу
1750 115 88,<wb>све|то|моу
5013 95 7,<wb>гріго|рі|ю
1456 180,<wb>напіса|вь
931 403,<wb>сіце|воу
47,<wb>о
5013 1984,<wb>гріго|ріе
