3802,<wb>кьнігъі
994,<wb>вѣръі
2541,<wb>ѧті
130,<wb>гла
468,<wb>кь
398,<wb>немоу
774,<wb>црь
1186,<wb>мѫжь
300,<wb>гі
2945 89,<wb>сьні|ді
536,<wb>прѣжде
105,<wb>да
62,<wb>не
2364,<wb>оумьретъ
1852,<wb>отрочѧ
346,<wb>мое
130,<wb>гла
468,<wb>кь
398,<wb>немоу
331,<wb>ісъ
1030,<wb>іді
423,<wb>снъ
462,<wb>твоі
1724,<wb>жівъ
715,<wb>есть
39,<wb>і
827,<wb>вѣрѫ
2648,<wb>емъ
1866,<wb>словесі
985,<wb>чкъ
295,<wb>еже
141,<wb>рече
144,<wb>емоу
331,<wb>ісъ
1619,<wb>ідѣаше
600,<wb>абіе
71,<wb>же
2871 324,<wb>съходѧ|штоу
144,<wb>емоу
121,<wb>се
2508,<wb>рабі
135,<wb>его
190 96 6499,<wb>сь|рѣ|тошѧ
39,<wb>і
1440,<wb>глште
99,<wb>ѣко
423,<wb>снъ
323,<wb>ті
1724,<wb>жівъ
715,<wb>есть
2840,<wb>въпрашааше
71,<wb>же
2491,<wb>вінъі
221,<wb>от
562,<wb>ніхъ
56,<wb>въ
3403,<wb>кѫѭ
3576,<wb>годінѫ
762 104 11,<wb>соу|лѣ|е
144,<wb>емоу
798,<wb>бъіс
510,<wb>рѣшѧ
71,<wb>же
144,<wb>емоу
99,<wb>ѣко
41 5060,<wb>в|чера
56,<wb>въ
3576,<wb>годінѫ
1646 5618,<wb>сед|мѫѭ
646,<wb>оставі
39,<wb>і
894,<wb>огнь
479,<wb>разоумѣ
71,<wb>же
2088,<wb>оцъ
135,<wb>его
99,<wb>ѣко
373,<wb>та
165,<wb>бѣ
1638,<wb>годіна
56,<wb>въ
4205,<wb>нѭже
141,<wb>рече
144,<wb>емоу
331,<wb>ісъ
1724,<wb>жівъ
161,<wb>естъ
423,<wb>снъ
462,<wb>твоі
39,<wb>і
1531,<wb>вѣрова
645,<wb>самъ
39,<wb>і
729,<wb>домъ
135,<wb>его
1285,<wb>весь
121,<wb>се
404,<wb>пакъі
81 115 2901,<wb>вь|то|ріцеѭ
331,<wb>ісъ
2402,<wb>чоудо
261,<wb>сътворі
872,<wb>прішедъ
221,<wb>от
4895,<wb>іюдеѧ
41 212 74 132 3,<wb>в|га|лі|ле|ѭ
1776,<wb>въніде
331,<wb>ісъ
56,<wb>въ
6429,<wb>іерлмъ
3058,<wb>вьзіде
331,<wb>ісъ
56,<wb>въ
6429,<wb>іерлмъ
161,<wb>естъ
71,<wb>же
56,<wb>въ
3647 36 2742,<wb>ер|л|мѣхъ
68,<wb>на
2697 4076,<wb>ов|чіі
6519,<wb>кѫпѣлі
494,<wb>ѣже
1105 133,<wb>наріцае|ть
167 54 4422,<wb>ві|те|зда
1313,<wb>пѧть
7745 101,<wb>прітво|ръ
3456,<wb>імѫшті
56,<wb>въ
1383,<wb>тѣхъ
71,<wb>же
4661,<wb>лежааше
2588,<wb>множьство
2013 805,<wb>болѧ|штііхъ
2777,<wb>слѣпъ
136 1943,<wb>х|ромъ
762 76,<wb>соу|хъ
567 1632,<wb>ча|ѭштііхъ
2109 6087,<wb>дві|женіѣ
56,<wb>въ
2489,<wb>водѣ
2370,<wb>англъ
112,<wb>бо
2502,<wb>гнъ
68,<wb>на
3083,<wb>всѣко
783,<wb>врѣмѧ
478 802,<wb>мъі|ѣше
70,<wb>сѧ
56,<wb>въ
6519,<wb>кѫпѣлі
39,<wb>і
2954 2180,<wb>възмѫ|штааше
1905,<wb>водѫ
39,<wb>і
47 2856,<wb>о|хождааше
39,<wb>і
227,<wb>іже
536,<wb>прѣжде
4265 1231,<wb>въла|жааше
67,<wb>по
2954 3516,<wb>възмѫ|штеніі
1402,<wb>водъі
2625 92,<wb>съдра|въ
4228,<wb>бъівааше
165,<wb>бѣ
71,<wb>же
390,<wb>тоу
1432,<wb>етеръ
5772,<wb>члкь
65,<wb>г
39,<wb>і
100,<wb>з
6064,<wb>лѣт
1492,<wb>імъі
56,<wb>въ
1260 388,<wb>недѫ|зѣ
2245,<wb>своемъ
387,<wb>сего
649,<wb>відѣвъ
331,<wb>ісъ
6461,<wb>лежѧшта
39,<wb>і
479 180,<wb>разоумѣ|вь
99,<wb>ѣко
1022,<wb>многа
1791,<wb>лѣта
1303,<wb>юже
1865,<wb>імѣаше
130,<wb>гла
144,<wb>емоу
1178,<wb>хоштеші
178,<wb>лі
370 36,<wb>цѣ|л
503,<wb>бъіті
1353,<wb>отвѣшта
144,<wb>емоу
3782 139,<wb>недѫжь|нъі
561,<wb>еі
300,<wb>гі
2316,<wb>члка
71,<wb>же
62,<wb>не
1126,<wb>імамъ
105,<wb>да
317,<wb>егда
2954 1990,<wb>възмѫ|тітъ
70,<wb>сѧ
1933,<wb>вода
1887 32,<wb>въвръже|т
226,<wb>мѧ
56,<wb>въ
6517,<wb>кѫпѣль
317,<wb>егда
71,<wb>же
6543,<wb>пріхождѫ
695,<wb>азь
1572,<wb>інъ
536,<wb>прѣжде
364,<wb>мене
4265 320 32,<wb>въла|зі|т
130,<wb>гла
144,<wb>емоу
331,<wb>ісъ
2242,<wb>въстані
39,<wb>і
4498,<wb>възьмі
1677,<wb>одръ
462,<wb>твоі
39,<wb>і
1030,<wb>іді
56,<wb>въ
729,<wb>домъ
462,<wb>твоі
39,<wb>і
600,<wb>абіе
4434,<wb>цѣль
798,<wb>бъіс
1300,<wb>члкъ
39,<wb>і
2698 32,<wb>възѧ|т
1677,<wb>одръ
424,<wb>своі
39,<wb>і
3347,<wb>хождааше
165,<wb>бѣ
71,<wb>же
6338,<wb>сѫбота
56,<wb>въ
157,<wb>тъ
869,<wb>день
997,<wb>глаахѫ
71,<wb>же
685,<wb>іюдеі
2572 7335,<wb>іцѣлѣ|въшоумоу
6338,<wb>сѫбота
161,<wb>естъ
39,<wb>і
62,<wb>не
1862,<wb>достоітъ
323,<wb>ті
160 686,<wb>въз|ѧті
47 519,<wb>о|дра
524,<wb>своего
366,<wb>онъ
71,<wb>же
1353,<wb>отвѣшта
210,<wb>імъ
227,<wb>іже
226,<wb>мѧ
261,<wb>сътворі
4553,<wb>цѣла
157,<wb>тъ
588,<wb>мнѣ
141,<wb>рече
4498,<wb>възьмі
1677,<wb>одръ
424,<wb>своі
39,<wb>і
2485,<wb>ході
3373,<wb>въпросішѧ
71,<wb>же
39,<wb>і
523,<wb>кто
715,<wb>есть
5772,<wb>члкь
4669,<wb>рекъі
356,<wb>тебѣ
4498,<wb>възьмі
1677,<wb>одръ
462,<wb>твоі
39,<wb>і
2485,<wb>ході
2572 219,<wb>іцѣлѣ|въі
71,<wb>же
62,<wb>не
2401,<wb>вѣдѣаше
523,<wb>кто
161,<wb>естъ
331,<wb>ісъ
112,<wb>бо
3064,<wb>оуклоні
70,<wb>сѧ
2168,<wb>народоу
1610,<wb>сѫштоу
68,<wb>на
1122,<wb>мѣстѣ
67,<wb>по
2318,<wb>томъ
71,<wb>же
1128,<wb>обрѣте
39,<wb>і
331,<wb>ісъ
56,<wb>въ
2796,<wb>цркві
39,<wb>і
141,<wb>рече
50 172,<wb>е|мо
56,<wb>въ
121,<wb>се
6056,<wb>цѣлъ
313,<wb>есі
72,<wb>к
650,<wb>томоу
62,<wb>не
5945 16,<wb>съгрѣша|і
105,<wb>да
62,<wb>не
1364,<wb>горе
323,<wb>ті
526,<wb>чьто
362,<wb>бѫдетъ
452,<wb>іде
71,<wb>же
1300,<wb>члкъ
39,<wb>і
1721,<wb>повѣда
4042,<wb>іюдеомъ
99,<wb>ѣко
331,<wb>ісъ
161,<wb>естъ
227,<wb>іже
226,<wb>мѧ
261,<wb>сътворі
4553,<wb>цѣла
227,<wb>іже
39,<wb>і
261,<wb>сътворі
4553,<wb>цѣла
2088,<wb>оцъ
329,<wb>моі
156,<wb>до
1831,<wb>селѣ
596 255,<wb>дѣла|етъ
39,<wb>і
695,<wb>азь
596 3,<wb>дѣла|ѭ
387,<wb>сего
368,<wb>раді
580,<wb>паче
2446,<wb>іскаахѫ
1911,<wb>оубіті
39,<wb>і
99,<wb>ѣко
62,<wb>не
4150,<wb>тькмо
4810 96 177,<wb>раза|рѣ|аше
3655,<wb>сѫботъі
208,<wb>нъ
39,<wb>і
633,<wb>оца
524,<wb>своего
892,<wb>глааше
422,<wb>ба
120 3918,<wb>ра|венъ
70,<wb>сѧ
803,<wb>творѧ
710,<wb>боу
328,<wb>отъвѣшта
71,<wb>же
331,<wb>ісъ
39,<wb>і
141,<wb>рече
210,<wb>імъ
681,<wb>амін
681,<wb>амін
284,<wb>глѭ
260,<wb>вамъ
62,<wb>не
819,<wb>можетъ
1234,<wb>творіті
423,<wb>снъ
47,<wb>о
436,<wb>себѣ
1330 263,<wb>нічесоже|со
201,<wb>аште
62,<wb>не
295,<wb>еже
2492,<wb>відітъ
633,<wb>оца
4907,<wb>творѧшта
494,<wb>ѣже
112,<wb>бо
366,<wb>онъ
1057,<wb>творітъ
159,<wb>сі
39,<wb>і
423,<wb>снъ
964,<wb>такожде
1057,<wb>творітъ
749,<wb>оць
112,<wb>бо
2727,<wb>любітъ
732,<wb>сна
39,<wb>і
572,<wb>всѣ
1399 255,<wb>показа|етъ
144,<wb>емоу
494,<wb>ѣже
645,<wb>самъ
1057,<wb>творітъ
39,<wb>і
4472,<wb>больша
745,<wb>сіхъ
1399 255,<wb>показа|етъ
144,<wb>емоу
596,<wb>дѣла
105,<wb>да
237,<wb>въі
551 440,<wb>чоу|діте
70,<wb>сѧ
308,<wb>ѣкоже
112,<wb>бо
749,<wb>оць
2115 3648,<wb>въскрѣ|шаетъ
5489,<wb>мрътвъіѧ
39,<wb>і
7439,<wb>жівітъ
311,<wb>тако
39,<wb>і
423,<wb>снъ
858,<wb>ѧже
1462,<wb>хоштетъ
236 1352,<wb>жі|віті
2088,<wb>оцъ
112,<wb>бо
62,<wb>не
4597,<wb>сѫдітъ
1769,<wb>нікомоуже
208,<wb>нъ
1066,<wb>сѫдъ
1285,<wb>весь
520,<wb>дастъ
2031 111,<wb>сн|ві
105,<wb>да
1286,<wb>всі
354 495 32,<wb>чь|тѫ|т
732,<wb>сна
308,<wb>ѣкоже
7233,<wb>чьтѫтъ
633,<wb>оца
227,<wb>іже
62,<wb>не
7981,<wb>чьтетъ
732,<wb>сна
62,<wb>не
7981,<wb>чьтетъ
633,<wb>оца
227,<wb>іже
39,<wb>і
456,<wb>посъла
681,<wb>амін
681,<wb>амін
284,<wb>глѭ
2532,<wb>вам
99,<wb>ѣко
6223,<wb>слоушаѧі
1159,<wb>словесе
563,<wb>моего
39,<wb>і
827,<wb>вѣрѫ
5048 302,<wb>ем|лѧ
456 18 3781,<wb>посъла|в|шоумоу
226,<wb>мѧ
268 32,<wb>іма|т
920,<wb>жівотъ
4940,<wb>вѣчънъі
39,<wb>і
68,<wb>на
1066,<wb>сѫдъ
62,<wb>не
786,<wb>прідетъ
208,<wb>нъ
4399 32,<wb>прѣіде|т
221,<wb>от
190 1056 52,<wb>сь|мръ|ті
81,<wb>вь
603 32,<wb>жіво|т
221,<wb>от
2091,<wb>съмръті
56,<wb>въ
920,<wb>жівотъ
5112 10,<wb>ам|н
681,<wb>амін
284,<wb>глѭ
260,<wb>вамъ
99,<wb>ѣко
6223,<wb>слоушаѧі
1159,<wb>словесе
563,<wb>моего
39,<wb>і
827,<wb>вѣрѫ
5048 302,<wb>ем|лѧ
456 7335,<wb>посъла|въшоумоу
226,<wb>мѧ
584,<wb>іматъ
920,<wb>жівотъ
5059 401,<wb>вѣч|нъіі
39,<wb>і
68,<wb>на
1066,<wb>сѫдъ
62,<wb>не
786,<wb>прідетъ
208,<wb>нъ
4942,<wb>прѣідетъ
5112 10,<wb>ам|н
681,<wb>амін
284,<wb>глѭ
2532,<wb>вам
99,<wb>ѣко
1578,<wb>грѧдетъ
1638,<wb>годіна
39,<wb>і
6007,<wb>ннѣ
161,<wb>естъ
317,<wb>егда
6835,<wb>мрътвіі
4354,<wb>оуслъішѧтъ
3452,<wb>глас
732,<wb>сна
392 17,<wb>бжі|а
39,<wb>і
1148 7209,<wb>оуслъіша|въшеі
2260 337 43,<wb>ожі|вѫ|тъ
308,<wb>ѣкоже
112,<wb>бо
749,<wb>оць
920,<wb>жівотъ
584,<wb>іматъ
56,<wb>въ
436,<wb>себѣ
311,<wb>тако
520,<wb>дастъ
39,<wb>і
4536,<wb>снові
920,<wb>жівотъ
1877,<wb>імѣті
56,<wb>въ
436,<wb>себѣ
39,<wb>і
3327,<wb>область
520,<wb>дастъ
144,<wb>емоу
1066,<wb>сѫдъ
1234,<wb>творіті
99,<wb>ѣко
423,<wb>снъ
7425,<wb>члчъ
161,<wb>естъ
62,<wb>не
2175 54,<wb>діві|те
70,<wb>сѧ
1135,<wb>семоу
99,<wb>ѣко
505 6855,<wb>грѧ|дет
1638,<wb>годіна
56,<wb>въ
4205,<wb>нѭже
1355,<wb>въсі
4526,<wb>сѫштіі
56,<wb>въ
5462,<wb>гробѣхъ
4354,<wb>оуслъішѧтъ
3452,<wb>глас
732,<wb>сна
1370,<wb>бжіѣ
39,<wb>і
496 491,<wb>ізі|дѫтъ
1589 3229,<wb>сътворь|шеі
6249,<wb>благаа
240,<wb>во
7999,<wb>въскрѣшеніе
2030,<wb>жівота
77,<wb>а
1589 3229,<wb>сътворь|шеі
4817 17,<wb>зьла|а
56,<wb>въ
7999,<wb>въскрѣшеніе
202 86,<wb>сѫ|да
62,<wb>не
1179,<wb>могѫ
290,<wb>азъ
47,<wb>о
436,<wb>себѣ
1234,<wb>творіті
1330,<wb>нічесоже
308,<wb>ѣкоже
5911,<wb>слъішѫ
4307,<wb>сѫждѫ
39,<wb>і
1066,<wb>сѫдъ
329,<wb>моі
1143 79 10,<wb>правъ|де|н
161,<wb>естъ
99,<wb>ѣко
62,<wb>не
4971,<wb>іштѫ
4672,<wb>волѧ
1239,<wb>моеѧ
208,<wb>нъ
3061,<wb>волѭ
456 18 1318,<wb>посъла|в|шааго
226,<wb>мѧ
633,<wb>оца
308,<wb>ѣкоже
5911,<wb>слъішѫ
4307,<wb>сѫждѫ
39,<wb>і
1066,<wb>сѫдъ
329,<wb>моі
5953,<wb>правьденъ
161,<wb>естъ
99,<wb>ѣко
62,<wb>не
4971,<wb>іштѫ
4672,<wb>волѧ
1239,<wb>моеѧ
208,<wb>нъ
4672,<wb>волѧ
2934,<wb>посълавъшааго
226,<wb>мѧ
633,<wb>оца
201,<wb>аште
290,<wb>азъ
6449,<wb>съвѣдѣтельствоуѭ
47,<wb>о
437,<wb>мьнѣ
4085 137 372,<wb>съвѣдѣте|лъ|ство
346,<wb>мое
595,<wb>нѣстъ
5741,<wb>істінно
1572,<wb>інъ
161,<wb>естъ
227,<wb>іже
6813,<wb>съвѣдѣтельствоуетъ
47,<wb>о
437,<wb>мьнѣ
39,<wb>і
1744,<wb>вѣмь
99,<wb>ѣко
5741,<wb>істінно
161,<wb>естъ
2510,<wb>съвѣдѣтельство
295,<wb>еже
190 18 703 605 255,<wb>сь|в|дѣтель|ствоу|етъ
47,<wb>о
437,<wb>мьнѣ
39,<wb>і
237,<wb>въі
456 242,<wb>посъла|сте
150,<wb>къ
4591,<wb>іоаноу
39,<wb>і
4496,<wb>съвѣдѣтельствова
47,<wb>о
1964,<wb>істінѣ
695,<wb>азь
71,<wb>же
62,<wb>не
221,<wb>от
1300,<wb>члкъ
4085 137 793,<wb>съвѣдѣте|лъ|ства
947 500,<wb>пріем|лѭ
208,<wb>нъ
159,<wb>сі
284,<wb>глѭ
105,<wb>да
237,<wb>въі
2903 60,<wb>спсе|ні
1215,<wb>бѫдете
366,<wb>онъ
165,<wb>бѣ
5429,<wb>свѣтільнікъ
7708,<wb>горѧ
39,<wb>і
469 591,<wb>свѣ|тѧ
237,<wb>въі
71,<wb>же
788 242,<wb>хотѣ|сте
1097 3208,<wb>въздра|доваті
70,<wb>сѧ
56,<wb>въ
3576,<wb>годінѫ
4475 319 297,<wb>свь|тѣ|ніѣ
135,<wb>его
695,<wb>азь
71,<wb>же
1126,<wb>імамъ
1176 382 36 372,<wb>сьвѣ|дѣте|л|ство
1683,<wb>боле
521 1661,<wb>іоа|нова
596,<wb>дѣла
1144 158 3,<wb>съвръ|ша|ѭ
373,<wb>та
596,<wb>дѣла
290,<wb>азъ
2486,<wb>творѭ
494,<wb>ѣже
5160,<wb>съвѣдѣтельствоуѭтъ
47,<wb>о
2231,<wb>мънѣ
99,<wb>ѣко
749,<wb>оць
226,<wb>мѧ
456,<wb>посъла
39,<wb>і
3319 219,<wb>посьла|въі
226,<wb>мѧ
749,<wb>оць
39,<wb>і
157,<wb>тъ
2447 1827,<wb>сьвѣдѣтель|ствова
47,<wb>о
588,<wb>мнѣ
122,<wb>ні
2188,<wb>гласа
135,<wb>его
696 115,<wb>нік|то
62,<wb>не
2592,<wb>слъішітъ
122,<wb>ні
248 297,<wb>відѣ|ніѣ
135,<wb>его
3546,<wb>відѣсте
39,<wb>і
1159,<wb>словесе
135,<wb>его
62,<wb>не
1048,<wb>імате
989 737,<wb>прѣбъіва|ѭшта
56,<wb>въ
544,<wb>васъ
1070,<wb>зане
538,<wb>егоже
157,<wb>тъ
3319,<wb>посьла
1135,<wb>семоу
237,<wb>въі
994,<wb>вѣръі
62,<wb>не
4305,<wb>емлете
2866 410,<wb>іспъіта|іте
3802,<wb>кьнігъі
39,<wb>і
99,<wb>ѣко
237,<wb>въі
4677,<wb>мьніте
1877,<wb>імѣті
41,<wb>в
7982,<wb>ніх
920,<wb>жівотъ
4175,<wb>вѣчьнъіі
39,<wb>і
288,<wb>тъі
419,<wb>сѫтъ
4086 2902,<wb>сьвѣдѣтельствоу|ѭштѧ
47,<wb>о
437,<wb>мьнѣ
39,<wb>і
62,<wb>не
1568,<wb>хоштете
1382,<wb>пріті
468,<wb>кь
588,<wb>мнѣ
105,<wb>да
2030,<wb>жівота
1048,<wb>імате
1966,<wb>славъі
221,<wb>от
1300,<wb>члкъ
62,<wb>не
947 500,<wb>пріем|лѭ
208,<wb>нъ
5661,<wb>разоумѣхъ
237,<wb>въі
99,<wb>ѣко
3540,<wb>бжіѧ
3332,<wb>любьве
62,<wb>не
1048,<wb>імате
56,<wb>въ
436,<wb>себѣ
695,<wb>азь
1743,<wb>прідъ
56,<wb>въ
466,<wb>імѧ
633,<wb>оца
563,<wb>моего
39,<wb>і
62,<wb>не
7307,<wb>пріемлете
364,<wb>мене
201,<wb>аште
1572,<wb>інъ
786,<wb>прідетъ
56,<wb>въ
466,<wb>імѧ
357,<wb>свое
485,<wb>того
7307,<wb>пріемлете
237,<wb>въі
376,<wb>како
237,<wb>въі
2251,<wb>можете
2782,<wb>вѣроваті
1253,<wb>славѫ
4634,<wb>дроугь
84,<wb>отъ
1096,<wb>дроуга
947 6623,<wb>пріем|лѭште
39,<wb>і
1966,<wb>славъі
494,<wb>ѣже
84,<wb>отъ
3629 5018,<wb>іночѧ|дааго
732,<wb>сна
1370,<wb>бжіѣ
62,<wb>не
2711,<wb>іштете
62,<wb>не
4677,<wb>мьніте
99,<wb>ѣко
695,<wb>азь
68,<wb>на
237,<wb>въі
1189,<wb>рекѫ
468,<wb>кь
1813,<wb>оцоу
161,<wb>естъ
39,<wb>і
68,<wb>на
237,<wb>въі
948,<wb>гле
2560,<wb>мосі
68,<wb>на
3068,<wb>негоже
237,<wb>въі
4266 242,<wb>оупьва|сте
201,<wb>аште
112,<wb>бо
1930,<wb>бісте
827,<wb>вѣрѫ
268 74,<wb>іма|лі
7196,<wb>мосеові
827,<wb>вѣрѫ
1930,<wb>бісте
4871,<wb>імѣлі
39,<wb>і
437,<wb>мьнѣ
47,<wb>о
588,<wb>мнѣ
112,<wb>бо
157,<wb>тъ
190 1278,<wb>сь|піса
201,<wb>аште
178,<wb>лі
39,<wb>і
485,<wb>того
1884 212 55,<wb>кьні|га|мъ
994,<wb>вѣръі
62,<wb>не
4305,<wb>емлете
376,<wb>како
1973,<wb>моімъ
65 1337,<wb>г|ломъ
827,<wb>вѣрѫ
3980,<wb>імете
67,<wb>по
745,<wb>сіхъ
452,<wb>іде
331,<wb>ісъ
68,<wb>на
4640,<wb>онь
1736,<wb>полъ
3107,<wb>морѣ
7421 636 188 384,<wb>тіве|ріѣ|дь|ска
99,<wb>ѣко
5804,<wb>відѣахѫ
1767,<wb>знаменіѣ
494,<wb>ѣже
3040,<wb>творѣаше
68,<wb>на
3782 668,<wb>недѫжь|нъііхъ
6145,<wb>възведъ
331,<wb>ісъ
531,<wb>очі
424,<wb>своі
39,<wb>і
649,<wb>відѣвъ
99,<wb>ѣко
2371,<wb>мъногъ
956,<wb>народъ
1578,<wb>грѧдетъ
398,<wb>немоу
130,<wb>гла
150,<wb>къ
6560,<wb>філіпоу
5672,<wb>чімъ
1361 204,<wb>коуп|імъ
2287,<wb>хлѣбъі
105,<wb>да
3803,<wb>ѣдѧтъ
747,<wb>сіі
121,<wb>се
71,<wb>же
892,<wb>глааше
6547,<wb>іскоушаѧ
39,<wb>і
645,<wb>самъ
112,<wb>бо
2401,<wb>вѣдѣаше
1583,<wb>чъто
1414,<wb>хотѣаше
1064,<wb>сътворіті
328,<wb>отъвѣшта
144,<wb>емоу
1670 433,<wb>філі|пь
3479,<wb>дьвѣма
2989 143,<wb>съто|ма
6423,<wb>пѣнѧзь
831,<wb>хлѣбъ
62,<wb>не
156 92 598,<wb>до|въ|летъ
210,<wb>імъ
105,<wb>да
184 2670,<wb>ко|жъдо
299,<wb>іхъ
998,<wb>мало
526,<wb>чьто
2290,<wb>прііметъ
130,<wb>гла
144,<wb>емоу
438,<wb>едінъ
377,<wb>оть
1092,<wb>оученікъ
135,<wb>его
7424 17,<wb>андре|а
2044,<wb>братъ
2918,<wb>сімона
2094,<wb>петра
161,<wb>естъ
806 185 604,<wb>отро|чі|штъ
438,<wb>едінъ
978,<wb>сьде
227,<wb>іже
584,<wb>іматъ
1313,<wb>пѧть
8038,<wb>хлѣбь
225 229 968,<wb>ѧ|чь|нѣі
39,<wb>і
3469,<wb>двѣ
4814,<wb>ръібѣ
208,<wb>нъ
159,<wb>сі
526,<wb>чьто
419,<wb>сѫтъ
121 74 273,<wb>се|лі|коу
141,<wb>рече
71,<wb>же
331,<wb>ісъ
2612,<wb>сътворіте
4129,<wb>члкъі
4629 166,<wb>възле|шті
165,<wb>бѣ
71,<wb>же
6281,<wb>трѣва
1022,<wb>многа
68,<wb>на
1122,<wb>мѣстѣ
39,<wb>і
5823,<wb>възлеже
222,<wb>оубо
1186,<wb>мѫжь
7006,<wb>чісломъ
99,<wb>ѣко
53,<wb>д
6031,<wb>тъісѫштъ
1505,<wb>пріѧтъ
71,<wb>же
222,<wb>оубо
831,<wb>хлѣбъ
331,<wb>ісъ
39,<wb>і
1643,<wb>хвалѫ
4222,<wb>въздавъ
520,<wb>дастъ
936,<wb>оученікомъ
77,<wb>а
559,<wb>оученіці
1961,<wb>народомъ
964,<wb>такожде
39,<wb>і
221,<wb>от
1213 679,<wb>ръі|боу
808,<wb>еліко
2772,<wb>хотѣахѫ
39,<wb>і
99,<wb>ѣко
4121,<wb>насъітішѧ
70,<wb>сѧ
130,<wb>гла
936,<wb>оученікомъ
725,<wb>своімъ
6872,<wb>съберѣте
6841,<wb>ізбъітъкъі
3704,<wb>оукроухъ
105,<wb>да
62,<wb>не
3946,<wb>погъібнетъ
4148,<wb>нічьтоже
2547,<wb>събърашѧ
71,<wb>же
39,<wb>і
3470,<wb>ісплънішѧ
1764,<wb>дьвѣ
68,<wb>на
811,<wb>десѧте
184 2 541,<wb>ко|ш|ніці
3704,<wb>оукроухъ
84,<wb>отъ
2409,<wb>пѧті
8038,<wb>хлѣбь
225 683 118 668,<wb>ѧ|чъ|нѣ|нъііхъ
227,<wb>іже
1951 110,<wb>ізбъі|шѧ
3425 2217,<wb>ѣдъ|шіімъ
4934,<wb>члці
71,<wb>же
1137,<wb>відѣвъше
1719,<wb>знаменіе
295,<wb>еже
261,<wb>сътворі
331,<wb>ісъ
997,<wb>глаахѫ
99,<wb>ѣко
190,<wb>сь
161,<wb>естъ
56,<wb>въ
843,<wb>істінѫ
4644,<wb>прркъ
2615,<wb>грѧдъіі
56,<wb>въ
688,<wb>міръ
1137,<wb>відѣвъше
4934,<wb>члці
1767,<wb>знаменіѣ
78,<wb>ѣ
3040,<wb>творѣаше
331,<wb>ісъ
997,<wb>глаахѫ
99,<wb>ѣко
190,<wb>сь
161,<wb>естъ
56,<wb>въ
843,<wb>істінѫ
4644,<wb>прркъ
2615,<wb>грѧдъіі
81,<wb>вь
688,<wb>міръ
331,<wb>ісъ
71,<wb>же
2654,<wb>разоумѣвъ
99,<wb>ѣко
2772,<wb>хотѣахѫ
1382,<wb>пріті
105,<wb>да
155 719 1585 16,<wb>вьс|хъі|тѧтъ|і
39,<wb>і
6025 16,<wb>сътворѧтъ|і
2470,<wb>црѣ
1334,<wb>отіде
404,<wb>пакъі
56,<wb>въ
1735,<wb>горѫ
438,<wb>едінъ
39,<wb>і
99,<wb>ѣко
2730,<wb>поздѣ
7732,<wb>бъіст
2945 175,<wb>сьні|дѫ
559,<wb>оученіці
135,<wb>его
68,<wb>на
1478,<wb>море
39,<wb>і
56 6851 82,<wb>въ|лѣзь|ше
56,<wb>въ
1938,<wb>корабь
3904,<wb>ідѣахѫ
68,<wb>на
366,<wb>онъ
1736,<wb>полъ
3107,<wb>морѣ
56,<wb>въ
6409 3085,<wb>капер|наоумъ
39,<wb>і
2337,<wb>тъма
600,<wb>абіе
798,<wb>бъіс
39,<wb>і
62,<wb>не
73,<wb>оу
165,<wb>бѣ
468,<wb>кь
528,<wb>німъ
4207,<wb>прішелъ
331,<wb>ісъ
1478,<wb>море
71,<wb>же
6607,<wb>вѣтроу
367 7,<wb>велі|ю
5547 923,<wb>дъіха|ѭштоу
421 177,<wb>въста|аше
6860 315 82,<wb>гре|бъ|ше
71,<wb>же
99,<wb>ѣко
39,<wb>і
39,<wb>і
1313,<wb>пѧть
5734,<wb>стадіі
178,<wb>лі
65 52,<wb>г|ті
799 2463,<wb>оузь|рѣшѧ
71,<wb>же
566,<wb>іса
6047,<wb>ходѧшта
67,<wb>по
3227,<wb>морю
5476,<wb>блізь
3703,<wb>кораблѣ
2894,<wb>бъівъша
3253,<wb>оубоѣшѧ
70,<wb>сѧ
366,<wb>онъ
71,<wb>же
130,<wb>гла
210,<wb>імъ
695,<wb>азь
568,<wb>есмъ
62,<wb>не
3139,<wb>боіте
70,<wb>сѧ
2772,<wb>хотѣахѫ
112,<wb>бо
1625,<wb>пріѧті
39,<wb>і
56,<wb>въ
1938,<wb>корабь
39,<wb>і
600,<wb>абіе
798,<wb>бъіс
4727,<wb>корабль
68,<wb>на
1100,<wb>землі
56,<wb>въ
4205,<wb>нѭже
3904,<wb>ідѣахѫ
56,<wb>въ
619 21 32 1110,<wb>оут|р|т|рѣі
71,<wb>же
6826,<wb>ден
956,<wb>народъ
227,<wb>іже
5731,<wb>стоѣаше
162,<wb>об
366,<wb>онъ
1736,<wb>полъ
3107,<wb>морѣ
1137,<wb>відѣвъше
99,<wb>ѣко
3703,<wb>кораблѣ
1972,<wb>іного
62,<wb>не
165,<wb>бѣ
390,<wb>тоу
1644,<wb>тъкмо
438,<wb>едінъ
157,<wb>тъ
56,<wb>въ
1602,<wb>ньже
4126,<wb>вънідѫ
559,<wb>оученіці
135,<wb>его
99,<wb>ѣко
62,<wb>не
891,<wb>въні
75,<wb>съ
1222,<wb>оученікъі
1060,<wb>своімі
331,<wb>ісъ
56,<wb>въ
7313,<wb>корабъ
208,<wb>нъ
2372,<wb>едіні
559,<wb>оученіці
135,<wb>его
674,<wb>ідѫ
1944,<wb>іні
