deep_cleaned|pos|morph_tag|word_raw|sentence_id|pres_before|pres_after|text_id|subtitle_id
імъ|Pp|3p---md--i|ӣмъ|5002177|| |10|75
ісъ|Ne|-s---mn--i|и҃҅съ|5002177|| |10|75
не|Df|---------n|не|5002177|| |10|75
обіноуѧ|V-|-sppamn-si|о̄бинѹѩ̄|5002177|| |10|75
сѧ|Pk|3s---qa--i|сѧ|5002177|| · |10|75
лазаръ|Ne|-s---mn--i|Лазаръ|5002177|| |10|75
оумьрѣтъ|V-|3saia----i|ѹ̄мьрѣтъ|5002177|| ·|10|75
і|C-|---------n|ӣ|5002178| | |10|75
радоуѭ|V-|1spia----i|радѹѭ̄|5002178|| |10|75
сѧ|Pk|3s---qa--i|сѧ|5002178|| |10|75
васъ|Pp|2p---qg--i|васъ|5002178|| |10|75
раді|R-|---------n|ради|5002178|| · |10|75
да|G-|---------n|да|5002178|| |10|75
вѣрѫ|Nb|-s---fa--i|вѣрѫ|5002178|| |10|75
імете|V-|2ppia----i|ӣмете|5002178|| |10|75
ѣко|G-|---------n|ѣ̄ко|5002178|| |10|75
не|Df|---------n|не|5002178|| |10|75
бѣхъ|V-|1siia----i|бѣхъ|5002178|| |10|75
тоу|Df|---------n|тѹ|5002178|| · |10|75
нъ|C-|---------n|Нъ|5002178|| |10|75
ідѣмъ|V-|1ppma----i|ӣдѣмъ|5002178|| |10|75
кь|R-|---------n|кь|5002178|| |10|75
немоу|Pp|3s---md--i|немѹ|5002178|| ·|10|75
рече|V-|3saia----i|Рече|5002179| | |10|75
же|Df|---------n|же|5002179|| |10|75
ѳома|Ne|-s---mn--i|ѳома|5002179|| |10|75
наріцаемъі|V-|-spppmn-wi|нарицае̄мъи|5002179|| |10|75
блізнець|Nb|-s---mn--i|близнець|5002179|| · |10|75
кь|R-|---------n|кь|5002179|| |10|75
оученікомъ|Nb|-p---md--i|ѹ̄ченикомъ|5002179|| · |10|75
ідѣм|V-|1ppma----i|и҅҅дѣм|5002179|| |10|75
і|C-|---------n|и|5002179||҅ |10|75
мъі|Pp|1p---qn--i|мъи|5002179|| · |10|75
да|G-|---------n|да|5002179|| |10|75
оумьремъ|V-|1ppia----i|ѹ̄мьремъ|5002179|| |10|75
съ|R-|---------n|съ|5002179|| |10|75
німь|Pp|3s---mi--i|нимь|5002179|| ·|10|75
прішедъ|V-|-supamn-si|Пришедъ|5002180| | |10|75
же|Df|---------n|же|5002180|| |10|75
ісъ|Ne|-s---mn--i|и҃̄съ|5002180|| |10|75
въ|R-|---------n|въ|5002180|| |10|75
віѳаніѭ|Ne|-s---fa--i|виѳаниѭ̄|5002180|| · |10|75
обрѣте|V-|3saia----i|о̄брѣте|5002180|| |10|75
і|C-|3s---ma--i|ӣ|5002180|| |10|75
четъірі|Ma|-p---qa--i|четъири|5002180|| |10|75
дьні|Nb|-p---ma--i|дьни|5002180|| ⁛ |10|75
юже|Df|---------n|ю̄же|5002180|| · |10|75
імѫшть|V-|-sppama-si|ӣмѫщь|5002180|| |10|75
въ|R-|---------n|въ|5002180|| |10|75
гробѣ|Nb|-s---ml--i|гробѣ|5002180|| ·|10|75
бѣ|V-|3siia----i|бѣ|5002181| | |10|75
бо|Df|---------n|бо|5002181|| |10|75
віѳаніѣ|Nb|-s---ng--i|виѳаниѣ̄|5002181|| |10|75
блізь|R-|---------n|близь|5002181|| |10|75
іерлма|Ne|-s---mg--i|и҃̄е҅рлма|5002181|| · |10|75
ѣко|G-|---------n|ѣ̄ко|5002181|| |10|75
пѧть|Ma|-s---fa--i|пѧть|5002181|| |10|75
на|R-|---------n|на|5002181|| |10|75
десѧте|Ma|-s---pl--i|десѧте|5002181|| |10|75
стадіі|Nb|-p---mg--i|стадиі̄|5002181|| ·|10|75
мнозі|A-|-p---mnpsi|мн̄оѕи|5002182| | |10|75
же|Df|---------n|же|5002182|| |10|75
от|R-|---------n|от|5002182|| |10|75
іюдеі|Nb|-p---mn--i|ӣюд̄еи|5002182||҅ · |10|75
бѣахѫ|V-|3piia----i|Бѣа̄хѫ|5002182|| |10|75
прішьлі|V-|-pspamn-si|пришьли|5002182|| |10|75
къ|R-|---------n|къ|5002182|| |10|75
мартѣ|Ne|-s---fd--i|март҅ѣ|5002182|| |10|75
і|C-|---------n|ӣ|5002182|| |10|75
маріі|Ne|-s---fd--i|маріӣ|5002182|| · |10|75
да|G-|---------n|да|5002182|| |10|75
оутѣшѧтъі|V-|3ppia----i|ѹ̄тѣшѧтъ()и|5002182|| |10|75
о|R-|---------n|о̄|5002182|| |10|75
братѣ|Nb|-s---fl--i|братѣ|5002182|| |10|75
ею|Pp|3d---mg--i|е̄ю̄|5002182|| ·|10|75
марта|Ne|-s---mg--i|март̄а|5002183| | |10|75
же|Df|---------n|же|5002183|| |10|75
егда|Dq|---------n|е҅гда|5002183|| |10|75
оуслъіша|V-|3saia----i|ѹ̄слъіша|5002183|| · |10|75
ѣко|G-|---------n|ѣ̄ко|5002183|| |10|75
ісъ|Ne|-s---mn--i|и҃̄съ|5002183|| |10|75
грѧдет|V-|3sfia----i|грѩдет|5002183|| |10|75
сьрѣте|V-|3saia----i|сьрѣте|5002183|| |10|75
і|C-|---------n|ӣ|5002183|| · |10|75
а|C-|---------n|а̄|5002183|| |10|75
маріа|Ne|-s---fn--i|мариа̄|5002183|| |10|75
дома|Df|---------n|дома|5002183|| |10|75
сѣдѣаше|V-|3siia----i|сѣдѣа̄ше|5002183|| ·|10|75
рече|V-|3saia----i|рече|5002184| | |10|75
же|Df|---------n|же|5002184|| |10|75
марта|Ne|-s---mg--i|март̄а|5002184|| |10|75
къ|R-|---------n|къ|5002184|| |10|75
ісоу|Ne|-s---mv--i|и҃̄сѹ|5002184|| · |10|75
гі|Nb|-s---mv--i|Г҃і|5002184|| · |10|75
аште|G-|---------n|а̄ще|5002184|| |10|75
бі|V-|2spsa----i|бі|5002184|| |10|75
сьде|Df|---------n|сьде|5002184|| |10|75
бъілъ|V-|-sspamn-si|бъілъ|5002184|| · |10|75
не|Df|---------n|не|5002184|| |10|75
бі|V-|3spsa----i|би|5002184|| |10|75
братъ|Nb|-s---mn--i|братъ|5002184|| |10|75
моі|Ps|1s---mn--i|моӣ|5002184|| |10|75
оумрълъ|V-|-sspamn-si|ѹ̄мрълъ|5002184|| ·|10|75
нъінѣ|Df|---------n|нъинѣ|5002185| | |10|75
вѣмъ|V-|1ppia----i|вѣмъ|5002185|| |10|75
ѣко|G-|---------n|ѣ̄ко|5002185|| |10|75
егоже|Pr|-s---mg--i|е̄гоже|5002185|| |10|75
коліждо|Df|---------n|колиждо|5002185|| |10|75
просіші|V-|2spia----i|просіші|5002185|| |10|75
оу|R-|---------n|ѹ̄|5002185|| |10|75
ба|Nb|-s---mg--i|б҃а|5002185|| · |10|75
дастъ|V-|3spia----i|дастъ|5002185|| |10|75
ті|Pp|2s---md--i|ти|5002185|| |10|75
бъ|Nb|-s---mn--i|б҃ъ|5002185|| ·|10|75
гла|V-|3saia----i|г҃ла|5002186| | |10|75
еі|Pp|3s---fd--i|е҅ӣ|5002186|| |10|75
ісъ|Ne|-s---mn--i|и҃̄съ|5002186|| · |10|75
въскръснетъ|V-|3spia----i|Въскръснетъ|5002186|| |10|75
братъ|Nb|-s---mn--i|братъ|5002186|| |10|75
твоі|Ps|2s---mn--i|твоӣ|5002186|| ·|10|75
гла|V-|3saia----i|г҃ла|5002187| | |10|75
емоу|Pp|3s---md--i|е̄мѹ|5002187|| |10|75
марта|Nb|-s---fn--i|март҅а|5002187|| · |10|75
вѣмъ|V-|1spia----i|Вѣмъ|5002187|| |10|75
ѣко|G-|---------n|ѣ̄ко|5002187|| |10|75
въскръснетъ|V-|3spia----i|въскръснетъ|5002187|| · |10|75
въ|R-|---------n|Въ|5002187|| |10|75
въскръсеніе|Nb|-s---na--i|въскръсеніе̄|5002187|| · |10|75
въ|R-|---------n|Въ|5002187|| |10|75
послѣдьніі|A-|-s---mapti|послѣдьниӣ|5002187|| |10|75
ден|A-|-s---mnpsi|ден|5002187|| :|10|75
рече|V-|3saia----i|Рече|5002188| | |10|75
же|Df|---------n|же|5002188|| |10|75
еі|Pp|3s---fd--i|е̄ӣ|5002188|| |10|75
ісъ|Ne|-s---mn--i|и҃̄съ|5002188|| · |10|75
азь|Pp|1s---mn--i|А҅зь|5002188|| |10|75
есмъ|V-|1spia----i|е̄смъ|5002188|| |10|75
въскръсеніе|Nb|-s---na--i|въскр̄ъсение̄|5002188|| |10|75
і|C-|---------n|и|5002188|| |10|75
жівотъ|Nb|-s---ma--i|животъ|5002188|| · |10|75
вѣроуѧі|V-|-sppamn-wi|вѣрѹѩ̄ӣ|5002188|| |10|75
вь|R-|---------n|вь|5002188|| |10|75
мѧ|Pp|1s---qa--i|мѧ|5002188|| |10|75
аште|G-|---------n|а̄ще|5002188|| |10|75
оумьретъ|V-|3spia----i|ѹ̄мьретъ|5002188|| |10|75
ожіветъ|V-|3spia----i|о̄живетъ|5002188|| ·|10|75
і|C-|---------n|ӣ|5002189| | |10|75
вьсѣк|A-|-s---mnpsi|вь̄сѣ̄к|5002189|| |10|75
жівъіі|V-|-sppamn-wi|жівъиі̄|5002189|| · |10|75
вѣроуѧі|V-|-sppamn-wi|вѣрѹѩ̄ӣ|5002189|| |10|75
въ|R-|---------n|въ|5002189|| |10|75
мѧ|Pp|1s---qa--i|мѧ|5002189|| · |10|75
не|Df|---------n|не|5002189|| |10|75
оумьретъ|V-|3spia----i|ѹ̄мьретъ|5002189|| |10|75
вь|R-|---------n|вь|5002189|| |10|75
вѣкъі|Nb|-p---ma--i|вѣкъи|5002189|| · |10|75
імеші|V-|2spia----i|ӣмеши|5002189|| |10|75
лі|Du|---------n|лі|5002189|| |10|75
вѣрѫ|Nb|-s---fa--i|вѣрѫ|5002189|| |10|75
семоу|Pd|-s---nd--i|семѹ|5002189|| :|10|75
гла|V-|3saia----i|г҃ла|5002190| | |10|75
емоу|Pp|3s---md--i|е̄мѹ|5002190|| |10|75
еі|I-|---------n|Е̄ӣ|5002190|| |10|75
гі|Nb|-s---mv--i|г҃и|5002190|| : |10|75
азь|Pp|1s---mn--i|азь|5002190|| |10|75
вѣровах|V-|1saia----i|вѣровах|5002190|| · |10|75
ѣко|G-|---------n|ѣ̄ко|5002190|| |10|75
тъі|Pp|2s---mn--i|тъі|5002190|| |10|75
есі|V-|2spia----i|е̄сі|5002190|| |10|75
хъ|Ne|-s---mn--i|х҃ъ|5002190|| |10|75
снъ|Nb|-s---mn--i|с҃нъ|5002190|| |10|75
бжіі|A-|-s---mnpsi|б҃жіи|5002190||҅ · |10|75
грѧдъі|V-|-sppamn-si|грѩ̄дъи|5002190|| |10|75
въ|R-|---------n|въ|5002190|| |10|75
весь|Px|-s---ma--i|весь|5002190|| |10|75
міръ|Nb|-s---ma--i|міръ|5002190|| ·|10|75
і|C-|3s---ma--i|ӣ|5002191| | |10|75
се|Pd|-s---na--i|се|5002191|| |10|75
рекьші|V-|-supafn-si|рекьши|5002191|| |10|75
іде|V-|3saia----i|ӣде|5002191|| |10|75
і|C-|---------n|ӣ|5002191|| |10|75
прігласі|V-|3saia----i|пригласі|5002191|| |10|75
маріѭ|Ne|-s---fa--i|маріѭ|5002191|| |10|75
сестрѫ|Nb|-s---fa--i|сест҅рѫ|5002191|| |10|75
своѭ|Pt|3s---fa--i|своѭ̄|5002191|| · |10|75
таі|Df|---------n|т̄аӣ|5002191|| · |10|75
рекьші|V-|-supafn-si|рекьши|5002191|| · |10|75
оучітель|Nb|-s---mn--i|ѹ̄чітель|5002191|| |10|75
се|Pd|---------n|се|5002191|| |10|75
естъ|V-|3spia----i|е̄стъ|5002191|| |10|75
і|C-|---------n|ӣ|5002191|| |10|75
глашаетъ|V-|3spia----i|глашае̄тъ|5002191|| |10|75
тѧ|Pp|2s---qa--i|тѧ|5002191|| ·|10|75
она|Pd|-s---fn--i|о̄на|5002192| | |10|75
же|Df|---------n|же|5002192|| |10|75
ѣко|Df|---------n|ѣ̄ко|5002192|| |10|75
оуслъіша|V-|3saia----i|ѹ̄слъиша|5002192|| |10|75
въста|V-|3saia----i|въста|5002192|| |10|75
скоро|Df|-------p-i|скоро|5002192|| · |10|75
і|C-|---------n|и|5002192||҅ |10|75
іде|V-|3saia----i|и҅де|5002192|||10|75
кь|R-|---------n|кь|5002193| | |10|75
немоу|Pp|3s---md--i|немѹ|5002193|| ·|10|75
не|Df|---------n|Не|5002194| | |10|75
оу|Df|---------n|ѹ̄|5002194|| |10|75
же|Df|---------n|же|5002194|| |10|75
бѣ|V-|3siia----i|бѣ|5002194|| |10|75
ісъ|Ne|-s---mn--i|и҃̄съ|5002194|| |10|75
прішель|Nb|-s---mn--i|пришель|5002194|| · |10|75
въ|R-|---------n|въ|5002194|| |10|75
весь|Nb|-s---mn--i|весь|5002194|| · |10|75
нъ|C-|---------n|нъ|5002194|| |10|75
бѣ|V-|3siia----i|бѣ|5002194|| |10|75
на|R-|---------n|на|5002194|| |10|75
мѣстѣ|Nb|-s---nl--i|мѣ̄стѣ|5002194|| |10|75
еште|Df|---------n|е҅ще|5002194|| · |10|75
ідеже|Dq|---------n|идеже|5002194|| |10|75
сьрѣте|V-|3saia----i|сьрѣте|5002194|| |10|75
і|C-|3s---ma--i|и|5002194||҅ |10|75
марта|Nb|-s---fn--i|март̄а|5002194|| ·|10|75
іюдеі|Nb|-p---mn--i|Ӣю̄деӣ|5002195| | |10|75
же|Df|---------n|же|5002195|| |10|75
сѫштіі|V-|-pppamn-wi|сѫштіӣ|5002195|| |10|75
въ|R-|---------n|въ|5002195|| |10|75
домоу|Nb|-s---mg--i|домѹ|5002195|| |10|75
сь|R-|-s---mn--i|сь|5002195|| |10|75
неѭ|Pp|3s---fi--i|не̄ѭ|5002195||҅ · |10|75
і|C-|---------n|ӣ|5002195|| |10|75
оутѣшаѭштіі|V-|-pppamn-wi|ѹ̄тѣшаѭ̄щіи|5002195||҅ |10|75
ѭ|Pp|3s---fa--i|ѭ̆|5002195|| · |10|75
відѣвъше|V-|-pupamn-si|Відѣвъше|5002195|| |10|75
маріѭ|Ne|-s---fa--i|маріѭ̆|5002195|| · |10|75
ѣко|G-|---------n|ѣ̄ко|5002195|| |10|75
въста|V-|3saia----i|въста|5002195|| |10|75
скоро|Df|-------p-i|скоро|5002195|| |10|75
і|C-|---------n|ӣ|5002195|| |10|75
ізіде|V-|3saia----i|ӣзіде|5002195|| · |10|75
по|R-|---------n|по|5002195|| |10|75
неі|Pp|3s---fl--i|неӣ|5002195|| |10|75
ідошѧ|V-|3paia----i|ӣдошѧ|5002195|| |10|75
глште|V-|-pppamn-si|г҃лще|5002195|| · |10|75
ѣко|G-|---------n|ѣ҅ко|5002195|| |10|75
ідетъ|V-|3spia----i|ӣдетъ|5002195|| |10|75
на|R-|---------n|на|5002195|| |10|75
гробъ|Nb|-s---ma--i|гробъ|5002195|| |10|75
да|G-|---------n|да|5002195|| |10|75
плачет|V-|3spia----i|плачет|5002195|| |10|75
сѧ|Pk|3s---qa--i|сѧ|5002195|| |10|75
тоу|Df|---------n|тѹ|5002195|| ·|10|75
маріѣ|Ne|-s---fn--i|Мариѣ̄|5002196| | |10|75
же|Df|---------n|же|5002196|| |10|75
ѣко|G-|---------n|ѣ̄ко|5002196|| |10|75
пріде|V-|3saia----i|пріде|5002196|| · |10|75
ідеже|Dq|---------n|ӣдеже|5002196|| |10|75
бѣ|V-|3siia----i|бѣ|5002196|| |10|75
ісъ|Ne|-s---mn--i|и҃҅съ|5002196|| · |10|75
відѣвъші|V-|-supafn-si|видѣвъші|5002196|| |10|75
і|C-|3s---ma--i|ӣ|5002196|| |10|75
паде|V-|3saia----i|паде|5002196|| |10|75
емоу|Pp|3s---md--i|е̄мѹ|5002196|| |10|75
на|R-|---------n|на|5002196|| |10|75
ногоу|Nb|-d---fl--i|ногѹ|5002196|| · |10|75
глшті|V-|-sppafn-si|г҃лщи|5002196|| |10|75
гі|Nb|-s---mv--i|г҃і|5002196|| · |10|75
аште|G-|---------n|А̄ще|5002196|| |10|75
бі|V-|3spsa----i|бі|5002196|| |10|75
тъі|Pp|-s---mn--i|тъі|5002196|| |10|75
бъіл|Ne|-sspamn-si|бъіл|5002196|| |10|75
сьде|Df|---------n|сьде|5002196|| · |10|75
не|Df|---------n|не|5002196|| |10|75
бі|V-|3spsa----i|бі|5002196|| |10|75
брат|Nb|-s---mn--i|брат|5002196|| |10|75
моі|Ps|1s---mn--i|моӣ|5002196|| |10|75
оумрълъ|V-|-sspamn-si|ѹ̄мрълъ|5002196|| ·|10|75
ісъ|Ne|-s---mn--i|и҃̄съ|5002197| | |10|75
же|Df|---------n|же|5002197|| |10|75
відѣвъ|V-|-supamn-si|видѣвъ|5002197|| |10|75
ѭ|Pp|3s---fa--i|ѭ̄|5002197|| |10|75
плачѫштѫ|V-|-sppafa-si|плачѭщѫ|5002197|| |10|75
сѧ|Pk|3s---qa--i|сѧ|5002197|| · ⁛ |10|75
і|C-|---------n|ӣ|5002197|| |10|75
іюдеѧ|Ne|-s---fg--i|ӣю̄деѩ̄|5002197|| |10|75
прішедъшѧѧ|V-|-pupapa-wi|пришедъшѧѩ̄|5002197|| |10|75
сь|R-|---------n|сь|5002197|| |10|75
неѭ|Pp|3s---fi--i|неѭ̄|5002197|| |10|75
плачѫштѧ|V-|-pppapa-si|плачѫщѧ|5002197|| |10|75
сѧ|Pk|3s---qa--i|сѧ|5002197|| · |10|75
запрѣті|V-|3saia----i|Запрѣти|5002197|| |10|75
дхоу|Nb|-s---md--i|д҃хѹ|5002197|| |10|75
і|C-|---------n|ӣ|5002197|| |10|75
възмѫті|V-|3saia----i|възмѫті|5002197|| |10|75
сѧ|Pk|3s---qa--i|сѧ|5002197|| ⁛ |10|75
дхмъ|Nb|-s---mi--i|д҃хмъ|5002197|||10|75
і|C-|---------n|и|5002198| |҅ |10|75
рече|V-|3saia----i|ре̄че|5002198|| · |10|75
кьде|Du|---------n|кьде|5002198|| |10|75
положісте|V-|2paia----i|положісте|5002198|| |10|75
і|C-|3s---ma--i|ӣ|5002198|| · |10|75
глашѧ|V-|3paia----i|Г҃лашѧ|5002198|| |10|75
емоу|Pp|3s---md--i|е̄мѹ|5002198|| |10|75
гі|Nb|-s---mv--i|г҃и|5002198|| · |10|75
грѧді|V-|2spma----i|грѩді|5002198|| |10|75
і|C-|---------n|ӣ|5002198|| |10|75
віждъ|V-|2spma----i|вижд҅ъ|5002198|| ·|10|75
і|C-|---------n|ӣ|5002199| | |10|75
прослъзі|V-|2spma----i|прослъзи|5002199|| |10|75
сѧ|Pk|3s---qa--i|сѧ|5002199|| |10|75
ісъ|Ne|-s---mn--i|и҃̄съ|5002199|| ·|10|75
глаахѫ|V-|3piia----i|Г҃лаа̄хѫ|5002200| | |10|75
же|Df|---------n|же|5002200|| |10|75
іюдеі|Nb|-p---mn--i|ӣю̄деӣ|5002200|| · |10|75
віждъ|V-|2spma----i|Ви҅ждъ|5002200||҅ · |10|75
како|Du|---------n|како|5002200|| |10|75
люблѣаше|V-|3siia----i|люблѣа̄ше|5002200|| |10|75
і|C-|---------n|ӣ|5002200|| ·|10|75
етеріі|Px|-p---mn--i|Е̄теріӣ|5002201| | |10|75
же|Df|---------n|же|5002201|| |10|75
от|R-|---------n|о̄т|5002201|| |10|75
ніхъ|Pp|3p---mg--i|нихъ|5002201|| |10|75
рѣшѧ|V-|3paia----i|рѣшѧ|5002201|| · |10|75
не|Df|---------n|не|5002201|| |10|75
можааше|V-|3siia----i|можаа̄ше|5002201|| |10|75
лі|Du|---------n|ли|5002201|| |10|75
сь|Pd|-s---mn--i|сь|5002201|| · |10|75
отвръзъі|V-|-supamn-wi|о̄тв̄ръзъі|5002201|| |10|75
очі|Nb|-d---na--i|о̄чі|5002201|| |10|75
слѣпоумоу|A-|-s---mdpwi|слѣпѹмѹ|5002201|| · |10|75
сътворіті|V-|--pna----i|сътворіті|5002201|| |10|75
да|G-|---------n|да|5002201|| |10|75
і|C-|---------n|и|5002201||҅ |10|75
сь|Pd|-s---mn--i|сь|5002201|| |10|75
не|Df|---------n|не|5002201|| |10|75
оумьретъ|V-|3spia----i|ѹ̄мьретъ|5002201|| ·|10|75
іс|Ne|-s---mn--i|и҃с|5002202| | |10|75
же|Df|---------n|же|5002202|| |10|75
пакъі|Df|---------n|пакъі|5002202|| |10|75
прѣтѧ|V-|-sppamn-si|прѣтѧ|5002202|| |10|75
вь|R-|---------n|вь|5002202|| |10|75
себѣ|Pk|3s---ql--i|себѣ|5002202|| · |10|75
пріде|V-|3saia----i|пріде|5002202|| |10|75
кь|R-|---------n|кь|5002202|| |10|75
гробоу|Nb|-s---md--i|гробѹ|5002202|| · |10|75
бѣ|V-|3siia----i|бѣ|5002202|| |10|75
же|Df|---------n|же|5002202|| |10|75
пешть|Nb|-s---fa--i|пещь|5002202|| |10|75
і|C-|---------n|ӣ|5002202|| |10|75
камень|Nb|-s---ma--i|камень|5002202|| |10|75
належааше|V-|3siia----i|належаа̄ше|5002202|| |10|75
на|R-|---------n|на|5002202|| |10|75
неі|Pp|3s---fl--i|неи|5002202||҅ ·|10|75
гла|V-|3saia----i|Г҃ла|5002203| | |10|75
ісъ|Ne|-s---mn--i|и҃̄съ|5002203|| |10|75
възьмѣте|V-|2ppma----i|възьмѣте|5002203|| |10|75
камень|Nb|-s---ma--i|камень|5002203|| · |10|75
гла|V-|3saia----i|Г҃ла|5002203|| |10|75
сестра|Nb|-s---fn--i|сест҅ра|5002203|| |10|75
оумеръшааго|V-|-supamg-wi|ѹ̄меръшаа̄го|5002203|| · |10|75
марта|Nb|-s---fn--i|март̄а|5002203|| · |10|75
гі|Nb|-s---mv--i|Г҃и|5002203|| |10|75
юже|Df|---------n|ю̄же|5002203|| |10|75
смръдітъ|V-|3spia----i|см̄ръдітъ|5002203|| · |10|75
четврѣдьневе|Nb|-p---mn--i|четв҅рѣдьневе|5002203|| |10|75
нъ|C-|---------n|нъ|5002203|| |10|75
бо|Df|---------n|бо|5002203|| |10|75
естъ|V-|3spia----i|е̄стъ|5002203|| ·|10|75
гла|V-|3saia----i|г҃ла|5002204| | |10|75
еі|Pp|3s---fd--i|е̄ӣ|5002204|| |10|75
ісъ|Ne|-s---mn--i|и҃̄съ|5002204|| · |10|75
не|Df|---------n|Не|5002204|| |10|75
рѣхъ|V-|1saia----i|рѣхъ|5002204|| |10|75
лі|Du|---------n|ли|5002204|| |10|75
ті|Pp|2s---md--i|ті|5002204|| |10|75
ѣко|G-|---------n|ѣ̄ко|5002204|| |10|75
аште|G-|---------n|а̄ште|5002204|| |10|75
вѣроуеші|V-|2spia----i|вѣрѹе̄ши|5002204|| |10|75
оузьріші|V-|2spia----i|ѹ̄зьріши|5002204|| |10|75
славѫ|Nb|-s---fa--i|славѫ|5002204|| |10|75
божіѭ|A-|-s---fapsi|божиѭ|5002204||҅ ·|10|75
възѧсѧ|V-|3paia----i|възѧсѧ|5002205| | |10|75
же|Df|---------n|же|5002205|| |10|75
камень|Nb|-s---ma--i|камень|5002205|| · |10|75
ісь|Ne|-s---mn--i|и҃̄сь|5002205|| |10|75
же|Df|---------n|же|5002205|| |10|75
възведе|V-|3saia----i|възведе|5002205|| |10|75
очі|Nb|-d---na--i|о̄чи|5002205|| |10|75
своі|Pt|3d---na--i|своӣ|5002205|| |10|75
въ|R-|---------n|въ|5002205|| |10|75
іспрь|Df|---------n|ӣсп̄рь|5002205|| · |10|75
і|C-|---------n|ӣ|5002205|| |10|75
рече|V-|3saia----i|рече|5002205|| · |10|75
оче|Nb|-s---mv--i|ѡ҃҅̄че|5002205|| · |10|75
хвалѫ|Nb|-s---fa--i|хвалѫ|5002205|| |10|75
тебѣ|Pp|2s---qd--i|тебѣ|5002205|| |10|75
въздаѭ|V-|1spia----i|въздаѭ|5002205||҅ · |10|75
ѣко|G-|---------n|Ѣ҅ко|5002205|| |10|75
оуслъіша|V-|2saia----i|ѹ̄слъіша|5002205|| |10|75
мѧ|Pp|1s---ma--i|мѧ|5002205|| ·|10|75
азь|Pp|1s---mn--i|а̄зь|5002206| | |10|75
же|Df|---------n|же|5002206|| |10|75
вѣдѣахъ|V-|1siia----i|вѣдѣа̄хъ|5002206|| · |10|75
ѣко|G-|---------n|ѣ̄ко|5002206|| |10|75
въсегда|Df|---------n|въсегда̄|5002206|| |10|75
мене|Pp|1s---mg--i|мене|5002206|| |10|75
послоушаеші|V-|2spia----i|послѹшаеши|5002206|| |10|75
нъ|C-|---------n|нъ|5002206|| |10|75
народа|Nb|-s---mg--i|народа|5002206|| |10|75
раді|R-|---------n|раді|5002206|| |10|75
окръстъ|Df|---------n|о̄кръстъ|5002206|| |10|75
стоѧштааго|V-|-sppamg-wi|стоѩ̄щаа̄го|5002206|| |10|75
рѣхъ|V-|1saia----i|рѣхъ|5002206|| · |10|75
да|G-|---------n|да|5002206|| |10|75
вѣрѫ|Nb|-s---fa--i|вѣрѫ|5002206|| |10|75
імѫтъ|V-|3ppia----i|ӣмѫтъ|5002206|| |10|75
ѣко|G-|---------n|ѣ̄ко|5002206|| |10|75
тъі|Pp|2s---qn--i|тъі|5002206|| |10|75
мѧ|Pp|1s---qa--i|мѧ|5002206|| |10|75
посъла|V-|2saia----i|посъла|5002206|| ·|10|75
і|C-|---------n|И|5002207| |҅ |10|75
сі|Pd|3s---qd--i|сі|5002207|| |10|75
рекь|V-|-supamn-si|рекь|5002207|| · |10|75
гласомъ|Nb|-s---mi--i|Гласомъ|5002207|| |10|75
веліемъ|A-|-s---mipsi|веліе̄мъ|5002207|| |10|75
възгласі|V-|3saia----i|възгласі|5002207|| · |10|75
лазаре|Ne|-s---mv--i|Лазаре|5002207|| |10|75
грѧді|V-|2spma----i|грѩди|5002207|| |10|75
вънъ|Df|---------n|вънъ|5002207|| ·|10|75
і|C-|---------n|Ӣ|5002208| | |10|75
абіе|Df|---------n|а̄біе̄|5002208|| |10|75
ізіде|V-|3saia----i|ӣзіде|5002208|| |10|75
оумеръі|V-|-supamn-wi|ѹ̄меръі|5002208|| · |10|75
обѧзанъ|V-|-suppmn-si|О̄бѧзанъ|5002208|| |10|75
рѫкама|Nb|-d---fi--i|рѫкама|5002208|| |10|75
і|C-|---------n|ӣ|5002208|| |10|75
ногама|Nb|-d---fi--i|ногама|5002208|| · ⁛ |10|75
і|C-|---------n|ӣ|5002208|| |10|75
оукроімі|A-|2p---qi--i|ѹ̄кроӣми|5002208|| · |10|75
і|C-|---------n|ӣ|5002208|| |10|75
ліце|Nb|-s---na--i|лице|5002208|| |10|75
его|Pp|3s---mg--i|е̄го|5002208|| ⁛ |10|75
оуброусомъ|Nb|-s---mi--i|ѹбрѹсомъ|5002208|| |10|75
обѧзано|V-|-suppnn-si|о̄бѧзано|5002208|| · |10|75
гла|V-|3saia----i|Г҃ла|5002208|| |10|75
імъ|Pp|3p---md--i|ӣмъ|5002208|| |10|75
ісъ|Ne|-s---mn--i|и҃҅съ|5002208|| · |10|75
раздрѣшіте|V-|2ppma----i|Раздрѣшите|5002208|| |10|75
і|C-|3s---ma--i|ӣ|5002208|| · |10|75
і|C-|---------n|ӣ|5002208|| |10|75
не|Df|---------n|не|5002208|| |10|75
дѣіте|V-|2ppma----i|дѣӣте|5002208|| |10|75
сего|Pd|-s---ng--i|сего|5002208|| |10|75
іті|V-|--pna----i|ӣти|5002208|| ·|10|75
мнозі|A-|-p---mnpsi|Мн̄оѕі|5002209| | |10|75
же|Df|---------n|же|5002209|| |10|75
от|R-|---------n|от|5002209|| |10|75
іюдеі|Nb|-p---mn--i|и҅ю̄деӣ|5002209|| · |10|75
прішедъшіі|V-|-pupamn-wi|пришедъшиӣ|5002209|| |10|75
къ|R-|---------n|къ|5002209|| |10|75
